%time,eef_distance
1736135304138107478,0.49142447113990784
1736135304238876635,0.49138927459716797
1736135304336888719,0.49141156673431396
1736135304439938554,0.49143287539482117
1736135304537850422,0.4914078712463379
1736135304636808113,0.4914189279079437
1736135304737879501,0.49142134189605713
1736135304838660901,0.4914066195487976
1736135304937079951,0.4914112985134125
1736135305036721419,0.4914126694202423
1736135305137023365,0.49140340089797974
1736135305237119989,0.49140700697898865
1736135305336805338,0.4914216697216034
1736135305437485176,0.49139952659606934
1736135305536587793,0.4913980960845947
1736135305637011214,0.4914114475250244
1736135305737090435,0.49140554666519165
1736135305838031889,0.49140533804893494
1736135305937819828,0.4914195239543915
1736135306038255031,0.49140897393226624
1736135306136533913,0.49139800667762756
1736135306236719657,0.4914141595363617
1736135306336767457,0.49142542481422424
1736135306438482845,0.49141523241996765
1736135306538079156,0.4913978576660156
1736135306636698070,0.4914079010486603
1736135306737132206,0.491409033536911
1736135306837730850,0.491404265165329
1736135306938005180,0.4914062023162842
1736135307036999741,0.49143022298812866
1736135307137027951,0.49143165349960327
1736135307236840199,0.49142754077911377
1736135307337056116,0.4914137125015259
1736135307437009807,0.4914199709892273
1736135307538691989,0.49142155051231384
1736135307638393721,0.491403192281723
1736135307738396804,0.49139249324798584
1736135307838091183,0.49141496419906616
1736135307938134410,0.49143433570861816
1736135308038261512,0.4913971424102783
1736135308136960888,0.491405725479126
1736135308236975789,0.49140170216560364
1736135308337948489,0.49141284823417664
1736135308438405101,0.4914003610610962
1736135308537721463,0.4914231598377228
1736135308638303258,0.49138742685317993
1736135308737858534,0.4914073050022125
1736135308837688501,0.4913921654224396
1736135308937687913,0.4914117455482483
1736135309037890391,0.49141183495521545
1736135309137819189,0.49139827489852905
1736135309237880181,0.49140408635139465
1736135309337643200,0.49138402938842773
1736135309437769424,0.491411030292511
1736135309537965929,0.49142515659332275
1736135309638448044,0.4914284944534302
1736135309737704051,0.4914078712463379
1736135309837718347,0.4914022386074066
1736135309938423256,0.49141156673431396
1736135310037651951,0.4914093017578125
1736135310137628133,0.4914056956768036
1736135310238315756,0.49140799045562744
1736135310338391983,0.49137938022613525
1736135310437791824,0.49138957262039185
1736135310538029481,0.4914088547229767
1736135310637943087,0.49141430854797363
1736135310737897838,0.49138274788856506
1736135310838250800,0.49141934514045715
1736135310937798305,0.4914083480834961
1736135311037664621,0.4914241135120392
1736135311137568915,0.4914209544658661
1736135311236577306,0.4914170503616333
1736135311338063789,0.49141690135002136
1736135311436941746,0.49139684438705444
1736135311536697595,0.491416335105896
1736135311636777906,0.4914000630378723
1736135311737218957,0.49140021204948425
1736135311836813437,0.49138203263282776
1736135311936712601,0.49141988158226013
1736135312036561331,0.49139511585235596
1736135312137614506,0.49142003059387207
1736135312236752182,0.4914148449897766
1736135312336528616,0.49141091108322144
1736135312437892638,0.4914014935493469
1736135312536696965,0.49140119552612305
1736135312636275320,0.49142345786094666
1736135312736239703,0.49140042066574097
1736135312836158390,0.49141547083854675
1736135312936492771,0.4914182126522064
1736135313036281077,0.49142053723335266
1736135313136565448,0.49141108989715576
1736135313236719970,0.4914247989654541
1736135313336371737,0.4914001226425171
1736135313436402769,0.491380512714386
1736135313536231365,0.4914482831954956
1736135313636779239,0.4913911819458008
1736135313736810381,0.4913964867591858
1736135313836640250,0.4914209246635437
1736135313936719322,0.49140748381614685
1736135314037134988,0.4914172291755676
1736135314136410583,0.49140825867652893
1736135314238214516,0.4914039373397827
1736135314338326165,0.4914163053035736
1736135314436712839,0.4914034307003021
1736135314536539057,0.49138596653938293
1736135314637036452,0.4914119243621826
1736135314736541023,0.49141207337379456
1736135314836511900,0.4914100170135498
1736135314936522622,0.49140802025794983
1736135315036670837,0.49139130115509033
1736135315137822163,0.4913996458053589
1736135315236483464,0.49141332507133484
1736135315337936452,0.491393119096756
1736135315437234335,0.491396963596344
1736135315536613869,0.49140211939811707
1736135315637722837,0.49140414595603943
1736135315736641596,0.4914085865020752
1736135315838136580,0.4914097487926483
1736135315936393901,0.4914090633392334
1736135316037464397,0.49141910672187805
1736135316136473099,0.49140700697898865
1736135316236479865,0.4914209544658661
1736135316337458006,0.49141639471054077
1736135316437402016,0.4914184808731079
1736135316537886521,0.49141618609428406
1736135316637094074,0.49140453338623047
1736135316737978340,0.4913928210735321
1736135316837416631,0.4913997948169708
1736135316937329012,0.4914110600948334
1736135317037794046,0.49141937494277954
1736135317137617379,0.4913941025733948
1736135317237092315,0.49139395356178284
1736135317336994704,0.4913845956325531
1736135317437580362,0.4913952946662903
1736135317537907741,0.4914194941520691
1736135317636681854,0.4914201498031616
1736135317738116820,0.49141207337379456
1736135317837789452,0.49140921235084534
1736135317937523629,0.49140027165412903
1736135318037535381,0.4913933277130127
1736135318137794139,0.49139320850372314
1736135318237540354,0.4914088547229767
1736135318337684509,0.4914136230945587
1736135318437985905,0.4913869798183441
1736135318537515488,0.49140363931655884
1736135318636797181,0.4914068877696991
1736135318736915588,0.4914168417453766
1736135318838143235,0.49144411087036133
1736135318936503937,0.49139493703842163
1736135319036661496,0.49140027165412903
1736135319136679403,0.4913913309574127
1736135319236629393,0.49139827489852905
1736135319338466279,0.4914226531982422
1736135319436539152,0.491393506526947
1736135319536259767,0.4914173483848572
1736135319637800011,0.491406112909317
1736135319737179141,0.4914205074310303
1736135319837184084,0.49141934514045715
1736135319937717698,0.4914119839668274
1736135320037650085,0.49142104387283325
1736135320137858313,0.49142298102378845
1736135320237354918,0.49141725897789
1736135320338007209,0.4914240837097168
1736135320437859585,0.49138352274894714
1736135320537313119,0.491420179605484
1736135320637739972,0.49140045046806335
1736135320737481782,0.4913944602012634
1736135320837616833,0.4914206862449646
1736135320937077070,0.4914429187774658
1736135321037426959,0.4913954734802246
1736135321138210681,0.4913925230503082
1736135321237702504,0.49140995740890503
1736135321337554185,0.4914131760597229
1736135321437728135,0.49141061305999756
1736135321538060478,0.491408109664917
1736135321637604177,0.4914058744907379
1736135321737853186,0.4914247393608093
1736135321837783703,0.4913877844810486
1736135321937250719,0.49140071868896484
1736135322037989347,0.4914149045944214
1736135322138024114,0.4914027750492096
1736135322237370474,0.4914075434207916
1736135322338101895,0.4913805425167084
1736135322437922645,0.4913994371891022
1736135322537980135,0.49141404032707214
1736135322638078340,0.4914158582687378
1736135322737946378,0.49139270186424255
1736135322838043270,0.49141860008239746
1736135322938044386,0.49139881134033203
1736135323037846440,0.4914003014564514
1736135323137629557,0.49140995740890503
1736135323238084842,0.49144119024276733
1736135323338241723,0.49140676856040955
1736135323436277715,0.49141237139701843
1736135323536590916,0.4914225935935974
1736135323636902915,0.4914108216762543
1736135323736503893,0.49139541387557983
1736135323836640075,0.4914442002773285
1736135323936759837,0.49142909049987793
