%time,field.header.seq,field.header.stamp,field.header.frame_id,field.boxes0.header.seq,field.boxes0.header.stamp,field.boxes0.header.frame_id,field.boxes0.pose.position.x,field.boxes0.pose.position.y,field.boxes0.pose.position.z,field.boxes0.pose.orientation.x,field.boxes0.pose.orientation.y,field.boxes0.pose.orientation.z,field.boxes0.pose.orientation.w,field.boxes0.scale.x,field.boxes0.scale.y,field.boxes0.scale.z,field.boxes0.id,field.boxes0.pdf,field.boxes1.header.seq,field.boxes1.header.stamp,field.boxes1.header.frame_id,field.boxes1.pose.position.x,field.boxes1.pose.position.y,field.boxes1.pose.position.z,field.boxes1.pose.orientation.x,field.boxes1.pose.orientation.y,field.boxes1.pose.orientation.z,field.boxes1.pose.orientation.w,field.boxes1.scale.x,field.boxes1.scale.y,field.boxes1.scale.z,field.boxes1.id,field.boxes1.pdf,field.boxes2.header.seq,field.boxes2.header.stamp,field.boxes2.header.frame_id,field.boxes2.pose.position.x,field.boxes2.pose.position.y,field.boxes2.pose.position.z,field.boxes2.pose.orientation.x,field.boxes2.pose.orientation.y,field.boxes2.pose.orientation.z,field.boxes2.pose.orientation.w,field.boxes2.scale.x,field.boxes2.scale.y,field.boxes2.scale.z,field.boxes2.id,field.boxes2.pdf,field.boxes3.header.seq,field.boxes3.header.stamp,field.boxes3.header.frame_id,field.boxes3.pose.position.x,field.boxes3.pose.position.y,field.boxes3.pose.position.z,field.boxes3.pose.orientation.x,field.boxes3.pose.orientation.y,field.boxes3.pose.orientation.z,field.boxes3.pose.orientation.w,field.boxes3.scale.x,field.boxes3.scale.y,field.boxes3.scale.z,field.boxes3.id,field.boxes3.pdf,field.boxes4.header.seq,field.boxes4.header.stamp,field.boxes4.header.frame_id,field.boxes4.pose.position.x,field.boxes4.pose.position.y,field.boxes4.pose.position.z,field.boxes4.pose.orientation.x,field.boxes4.pose.orientation.y,field.boxes4.pose.orientation.z,field.boxes4.pose.orientation.w,field.boxes4.scale.x,field.boxes4.scale.y,field.boxes4.scale.z,field.boxes4.id,field.boxes4.pdf,field.boxes5.header.seq,field.boxes5.header.stamp,field.boxes5.header.frame_id,field.boxes5.pose.position.x,field.boxes5.pose.position.y,field.boxes5.pose.position.z,field.boxes5.pose.orientation.x,field.boxes5.pose.orientation.y,field.boxes5.pose.orientation.z,field.boxes5.pose.orientation.w,field.boxes5.scale.x,field.boxes5.scale.y,field.boxes5.scale.z,field.boxes5.id,field.boxes5.pdf,field.boxes6.header.seq,field.boxes6.header.stamp,field.boxes6.header.frame_id,field.boxes6.pose.position.x,field.boxes6.pose.position.y,field.boxes6.pose.position.z,field.boxes6.pose.orientation.x,field.boxes6.pose.orientation.y,field.boxes6.pose.orientation.z,field.boxes6.pose.orientation.w,field.boxes6.scale.x,field.boxes6.scale.y,field.boxes6.scale.z,field.boxes6.id,field.boxes6.pdf,field.boxes7.header.seq,field.boxes7.header.stamp,field.boxes7.header.frame_id,field.boxes7.pose.position.x,field.boxes7.pose.position.y,field.boxes7.pose.position.z,field.boxes7.pose.orientation.x,field.boxes7.pose.orientation.y,field.boxes7.pose.orientation.z,field.boxes7.pose.orientation.w,field.boxes7.scale.x,field.boxes7.scale.y,field.boxes7.scale.z,field.boxes7.id,field.boxes7.pdf,field.boxes8.header.seq,field.boxes8.header.stamp,field.boxes8.header.frame_id,field.boxes8.pose.position.x,field.boxes8.pose.position.y,field.boxes8.pose.position.z,field.boxes8.pose.orientation.x,field.boxes8.pose.orientation.y,field.boxes8.pose.orientation.z,field.boxes8.pose.orientation.w,field.boxes8.scale.x,field.boxes8.scale.y,field.boxes8.scale.z,field.boxes8.id,field.boxes8.pdf
1736135330237817028,1068,1736133946242876529,map,0,1736133946544501543,map,0.8305060547398292,0.3128359629749774,0.07001805529231347,-0.49462781838892234,0.4962673431297206,-0.49099341124139706,0.5176751061586019,0.0,0.0,0.0,0,0.0010000000474974513,0,1736133946544553756,map,0.8561007014209286,-0.2264622695948966,0.06578950290581997,-0.49031558717326773,0.4924071865516564,-0.5027579920562256,0.5141596921490527,0.0,0.0,0.0,1,0.0010000000474974513,0,1736133946544590473,map,0.8566516587019164,-0.2551430964137243,0.19285358963306953,-0.5017980943940185,0.48788759922080505,-0.4884890799944234,0.5210976700344123,0.0,0.0,0.0,16,0.0010000000474974513,0,1736133946544622659,map,0.8584187519306957,0.049722732355606786,0.06953041438368579,-0.4963914496372148,0.4944091265845051,-0.4943046118008752,0.5146047949926216,0.0,0.0,0.0,17,0.0010000000474974513,0,1736133946544651508,map,0.8802496205387349,-0.2637896920282381,0.2827149683458237,-0.47158549910567893,0.4831670467934558,-0.5203476508100605,0.5228719195200583,0.0,0.0,0.0,121,0.0010000000474974513,0,1736133946544676065,map,0.8790636034575277,0.20127858380244112,0.2874478133695549,0.5271294192837621,-0.49337829336651023,0.488430978164342,-0.4900485838462736,0.0,0.0,0.0,122,0.0010000000474974513,0,1736133946544700384,map,0.8741085585800523,0.19881289040905414,0.18980601959676363,-0.48474895250256417,0.5031344712424624,-0.4882587503952129,0.5229508098834347,0.0,0.0,0.0,124,0.0010000000474974513,0,1736133946544723987,map,0.8714155719271627,-0.033859377853063734,0.28753854568908016,0.5570577866476685,-0.509844114504868,0.44563038453048426,-0.48079014301788753,0.0,0.0,0.0,125,0.0010000000474974513,0,1736133946544748306,map,0.8759253606952523,-0.027260488973361516,0.1895942511259631,-0.49637423740291126,0.4958607867290229,-0.505765887187373,0.5019318320098083,0.0,0.0,0.0,126,0.0010000000474974513
1736135330339470524,1069,1736133946242876529,map,0,1736133946544501543,map,0.8305060547398292,0.3128359629749774,0.07001805529231347,-0.49462781838892234,0.4962673431297206,-0.49099341124139706,0.5176751061586019,0.0,0.0,0.0,0,0.0010000000474974513,0,1736133946544553756,map,0.8585587412969111,-0.22787426720694337,0.06459075461994834,-0.4869399323411732,0.49971013356674693,-0.5113648822287873,0.5016824114172396,0.0,0.0,0.0,1,0.0010000000474974513,0,1736133946544590473,map,0.8501227442483865,-0.25401989317825796,0.19392681900905534,-0.5036314894372491,0.47487838504284846,-0.49417836312326985,0.5259596825680843,0.0,0.0,0.0,16,0.0010000000474974513,0,1736133946544622659,map,0.8573581216201076,0.04898959179601363,0.06957818921849934,-0.4860844716229565,0.502425457285474,-0.5013359093680235,0.509855717136378,0.0,0.0,0.0,17,0.0010000000474974513,0,1736133946544651508,map,0.8782735191004298,-0.2642874858726041,0.2825405641655674,-0.5082026669054732,0.5259989148111334,-0.4683336240238149,0.4957003203311398,0.0,0.0,0.0,121,0.0010000000474974513,0,1736133946544676065,map,0.8778500235454283,0.19982612667858096,0.2871775426799506,-0.508165737828346,0.48868999073135866,-0.49264019307691415,0.5101522478843924,0.0,0.0,0.0,122,0.0010000000474974513,0,1736133946544700384,map,0.8777343520207805,0.20005254496301628,0.18900590707136283,-0.4848110174965847,0.502576288930308,-0.48265048932734067,0.5286055772227949,0.0,0.0,0.0,124,0.0010000000474974513,0,1736133946544723987,map,0.8794344094384174,-0.033220711357608686,0.2884446573361185,-0.4758838599648149,0.49787438955058483,-0.5188587836988873,0.5064002435160677,0.0,0.0,0.0,125,0.0010000000474974513,0,1736133946544748306,map,0.874940378657995,-0.02786651130523546,0.19048942728447182,0.6375027381753289,-0.5204612096849929,0.370352026014082,-0.4307548779288015,0.0,0.0,0.0,126,0.0010000000474974513
1736135330438093513,1070,1736133946242876529,map,0,1736133946544501543,map,0.8305060547398292,0.3128359629749774,0.07001805529231347,-0.49462781838892234,0.4962673431297206,-0.49099341124139706,0.5176751061586019,0.0,0.0,0.0,0,0.0010000000474974513,0,1736133946544553756,map,0.8550316613188789,-0.2267997757492964,0.06585007356551306,-0.49550202595574916,0.4998127007558085,-0.49209943169857945,0.5123506179940334,0.0,0.0,0.0,1,0.0010000000474974513,0,1736133946544590473,map,0.8588477408547943,-0.25656080899502853,0.1924592337328121,-0.49108246875534894,0.483890642020882,-0.5024706640939701,0.5217385237556597,0.0,0.0,0.0,16,0.0010000000474974513,0,1736133946544622659,map,0.857138155632934,0.04927002092809912,0.06961353098644574,-0.48300691338387286,0.5027684869757154,-0.5015356618320091,0.5122403244945306,0.0,0.0,0.0,17,0.0010000000474974513,0,1736133946544651508,map,0.881052147995462,-0.2651063127472081,0.2825356589407346,-0.49454187987258325,0.5154797844443554,-0.48388408698395496,0.5055344807676293,0.0,0.0,0.0,121,0.0010000000474974513,0,1736133946544676065,map,0.8800820384458812,0.20128137986309305,0.2871349187652817,-0.5013325164626065,0.47494365039749736,-0.4993565907056507,0.5231990368905504,0.0,0.0,0.0,122,0.07281599193811417,0,1736133946544700384,map,0.8760363981938004,0.19949211920164625,0.18916490917886125,-0.48258155805800157,0.4995724056638634,-0.49124436467895677,0.5255677173235624,0.0,0.0,0.0,124,0.0010000000474974513,0,1736133946544723987,map,0.8730000111557867,-0.034054612707383185,0.2872647436339978,-0.49284829644875866,0.4903682762415837,-0.5034596545371842,0.5129989148104633,0.0,0.0,0.0,125,0.010357026942074299,0,1736133946544748306,map,0.8754382587842728,-0.027887427755802927,0.18948440303076416,0.48146386229612986,-0.49397793934033407,0.5239896127683555,-0.49961308075233524,0.0,0.0,0.0,126,0.0010000000474974513
1736135330537700267,1071,1736133946242876529,map,0,1736133946544501543,map,0.8305060547398292,0.3128359629749774,0.07001805529231347,-0.49462781838892234,0.4962673431297206,-0.49099341124139706,0.5176751061586019,0.0,0.0,0.0,0,0.0010000000474974513,0,1736133946544553756,map,0.86280333749217,-0.2283269666376678,0.06285481655259004,-0.4931948337829983,0.5062031186937089,-0.4989918792385956,0.5015220463832654,0.0,0.0,0.0,1,0.0010000000474974513,0,1736133946544590473,map,0.858468169711728,-0.25569762488079745,0.1926571997720905,-0.5179184886226924,0.5010625245097808,-0.47544800643231544,0.5046245920030137,0.0,0.0,0.0,16,0.0010000000474974513,0,1736133946544622659,map,0.8585833036624273,0.04986876722748995,0.06906890799427362,-0.4873559554868895,0.49487491920311494,-0.49700034512505176,0.520166938531036,0.0,0.0,0.0,17,0.0010000000474974513,0,1736133946544651508,map,0.8819231042706646,-0.2650080774909471,0.28231132996521324,-0.49120098767844844,0.5050823613136219,-0.4904079062197453,0.5129458875073843,0.0,0.0,0.0,121,0.0010000000474974513,0,1736133946544676065,map,0.8817089369687843,0.20252222075980156,0.28703568197107476,-0.5202914598837165,0.4829361706052884,-0.4846082810804958,0.5111010328705842,0.0,0.0,0.0,122,0.22723430395126343,0,1736133946544700384,map,0.8762288932140572,0.20014279295137996,0.18888540231814888,-0.48259864752906484,0.5010918122653785,-0.489955498082528,0.5253086245079344,0.0,0.0,0.0,124,0.004615535493940115,0,1736133946544723987,map,0.874969016016097,-0.0334488973692397,0.28706571955064664,-0.49953932076658675,0.5034966724315135,-0.49921557429471525,0.497730226367706,0.0,0.0,0.0,125,0.06603586673736572,0,1736133946544748306,map,0.8727694271693098,-0.02762289396804217,0.1894826341797537,-0.47191876575316766,0.4816473021551577,-0.5362056810711752,0.5077322349857865,0.0,0.0,0.0,126,0.015871422365307808
1736135330637914211,1072,1736133946242876529,map,0,1736133946544501543,map,0.8305060547398292,0.3128359629749774,0.07001805529231347,-0.49462781838892234,0.4962673431297206,-0.49099341124139706,0.5176751061586019,0.0,0.0,0.0,0,0.0010000000474974513,0,1736133946544553756,map,0.865489357440022,-0.2292569835912647,0.061952188633464605,-0.4891713558044516,0.5177067098619755,-0.4943120215079843,0.498344030381636,0.0,0.0,0.0,1,0.0010000000474974513,0,1736133946544590473,map,0.8581435231406902,-0.25593258448801637,0.19310638499424446,-0.5021520916721186,0.48639162243509415,-0.48929711377605123,0.521396970555736,0.0,0.0,0.0,16,0.002864064881578088,0,1736133946544622659,map,0.8630296900198877,0.05069238469270662,0.06773924673883078,-0.4898018528916614,0.5031637073331036,-0.49425099462880423,0.5124806170336001,0.0,0.0,0.0,17,0.0010000000474974513,0,1736133946544651508,map,0.8833048873442054,-0.2660325602523449,0.2827017520339869,-0.4895476957017089,0.5083936977278991,-0.49696016062740994,0.5048856311016183,0.0,0.0,0.0,121,0.0010000000474974513,0,1736133946544676065,map,0.8795450530865269,0.20067084347981307,0.28741923126161273,0.5297422923415415,-0.4872126224285791,0.4853480125242564,-0.4964214650775584,0.0,0.0,0.0,122,0.2737744152545929,0,1736133946544700384,map,0.8807921028818786,0.20189816222175333,0.18851465256129424,-0.49591939453727035,0.4996687237967773,-0.4699262459607806,0.532507693783193,0.0,0.0,0.0,124,0.0033567503560334444,0,1736133946544723987,map,0.8721822716878498,-0.034493173572973684,0.28759543525212633,-0.5767701464354515,0.4546540015071339,-0.416714726367388,0.5357002650017374,0.0,0.0,0.0,125,0.14607328176498413,0,1736133946544748306,map,0.8706646843738873,-0.028586815720420475,0.19049590090964408,-0.47694185527401706,0.4801804526137436,-0.5298041945449319,0.5111366892114424,0.0,0.0,0.0,126,0.047938667237758636
1736135330737475120,1073,1736133946242876529,map,0,1736133946544501543,map,0.8305060547398292,0.3128359629749774,0.07001805529231347,-0.49462781838892234,0.4962673431297206,-0.49099341124139706,0.5176751061586019,0.0,0.0,0.0,0,0.0010000000474974513,0,1736133946544553756,map,0.854451960643477,-0.22755417644494125,0.0653320050592559,-0.4960060072032822,0.49825784972151177,-0.4953324025599976,0.5102577456377251,0.0,0.0,0.0,1,0.0010000000474974513,0,1736133946544590473,map,0.8571227925894197,-0.25714223864267327,0.19216425539589285,-0.5073820612061355,0.4875461004061566,-0.49127307045396734,0.5133351869799052,0.0,0.0,0.0,16,0.0016876403242349625,0,1736133946544622659,map,0.8564670743202641,0.048478084582494724,0.06904818653666472,-0.48283136420240363,0.49879366687568993,-0.5011616691272727,0.5166388806746108,0.0,0.0,0.0,17,0.0010000000474974513,0,1736133946544651508,map,0.8800830424917783,-0.26684630379721075,0.28187808643485673,-0.4961324908467091,0.5156365427951081,-0.48293398021494044,0.50472396219548,0.0,0.0,0.0,121,0.0010000000474974513,0,1736133946544676065,map,0.8768817075241846,0.19891727662279116,0.28642470762894323,-0.6700532370400488,0.2091521088740251,-0.21202107222159366,0.6799493509223359,0.0,0.0,0.0,122,0.22433501482009888,0,1736133946544700384,map,0.8735302484661196,0.19820513884238414,0.18849361008572316,-0.47790031797930377,0.5000044071392881,-0.4845792033770142,0.535527659949575,0.0,0.0,0.0,124,0.001503701671026647,0,1736133946544723987,map,0.8713384661335062,-0.035069353950068244,0.28688041321134516,-0.5024149146614599,0.5382836493716849,-0.4927086367963589,0.4637544237752269,0.0,0.0,0.0,125,0.13104815781116486,0,1736133946544748306,map,0.8625351144176185,-0.030092964257123753,0.19064549637523615,0.46404558917603883,-0.4985195542259695,0.5489887988094789,-0.4845113455867974,0.0,0.0,0.0,126,0.03613283857703209
1736135330838609382,1074,1736133946242876529,map,0,1736133946544501543,map,0.8305060547398292,0.3128359629749774,0.07001805529231347,-0.49462781838892234,0.4962673431297206,-0.49099341124139706,0.5176751061586019,0.0,0.0,0.0,0,0.0010000000474974513,0,1736133946544553756,map,0.864160214692452,-0.23066385968109662,0.06072319221447445,-0.4884245269527837,0.5215166430781295,-0.5047304233243913,0.48446782373471303,0.0,0.0,0.0,1,0.0010000000474974513,0,1736133946544590473,map,0.8562984336502475,-0.25697830585892967,0.19260146611012036,-0.49432856695947996,0.48639825944532655,-0.49818094988002276,0.5204534006738568,0.0,0.0,0.0,16,0.0010000000474974513,0,1736133946544622659,map,0.8555803226314685,0.04878567207106099,0.06924922358298094,-0.4834727336682801,0.4977857192992899,-0.5014204257100184,0.5167601475944067,0.0,0.0,0.0,17,0.0010000000474974513,0,1736133946544651508,map,0.8786382115773156,-0.2667281289025198,0.28183250593316206,-0.5002553895864452,0.5078166636228632,-0.47801450255793915,0.5131948135756478,0.0,0.0,0.0,121,0.0010000000474974513,0,1736133946544676065,map,0.8721413196340162,0.19749374244530107,0.28635376017163183,-0.5115647567546507,0.48992256842422055,-0.4960239595550291,0.5022326235346734,0.0,0.0,0.0,122,0.17891879379749298,0,1736133946544700384,map,0.8744883665623274,0.19918877498641516,0.18821527178695557,-0.4837071103363601,0.49949629295534487,-0.485222818824751,0.530178932838414,0.0,0.0,0.0,124,0.0010000000474974513,0,1736133946544723987,map,0.8736651886981783,-0.0349878619306337,0.2870039374753371,-0.5335682096585695,0.5367411384915347,-0.46249747976116545,0.46185495245491337,0.0,0.0,0.0,125,0.09225554764270782,0,1736133946544748306,map,0.8760540130237698,-0.028823173904433584,0.1878999606873746,-0.5004679382151513,0.482460129363451,-0.5028486618932414,0.5137190765636941,0.0,0.0,0.0,126,0.018443716689944267
1736135330939030240,1075,1736133946242876529,map,0,1736133946544501543,map,0.8305060547398292,0.3128359629749774,0.07001805529231347,-0.49462781838892234,0.4962673431297206,-0.49099341124139706,0.5176751061586019,0.0,0.0,0.0,0,0.0010000000474974513,0,1736133946544553756,map,0.8595903981659951,-0.22870859920130737,0.06308395579154194,-0.49243332194645195,0.5070614119308181,-0.4979085256462155,0.502479102109052,0.0,0.0,0.0,1,0.0010000000474974513,0,1736133946544590473,map,0.8539152422362627,-0.2556403048556595,0.1932340891585352,-0.4976675830704672,0.47411638509191334,-0.4973940283097234,0.5292823544668783,0.0,0.0,0.0,16,0.0010000000474974513,0,1736133946544622659,map,0.8575961415644755,0.04982594989799867,0.06870705250225242,-0.48810209235168,0.49971095142972954,-0.49711573807947407,0.5147050178663563,0.0,0.0,0.0,17,0.0010000000474974513,0,1736133946544651508,map,0.8782616129531138,-0.26667009917896356,0.2820855323918553,-0.5081320131525692,0.5189792053959679,-0.4733887719079251,0.4983628318881671,0.0,0.0,0.0,121,0.0010000000474974513,0,1736133946544676065,map,0.8709637020930725,0.1974194978569113,0.28667482694887675,-0.5062902216721867,0.48864372122210314,-0.4933315655127075,0.5113917203261358,0.0,0.0,0.0,122,0.2817966639995575,0,1736133946544700384,map,0.8707262442592922,0.19772303553542694,0.18912852163088018,-0.47054661937268843,0.4967739673475905,-0.49115888508421596,0.5390403082938225,0.0,0.0,0.0,124,0.003568466752767563,0,1736133946544723987,map,0.8741679240307656,-0.03450288416667156,0.28736092504274463,-0.5048179640003432,0.5053278973355032,-0.4941420593312457,0.495606864961436,0.0,0.0,0.0,125,0.06865303963422775,0,1736133946544748306,map,0.872407086047162,-0.028632583247994108,0.18875742257475986,-0.4912003278727912,0.48247672027781857,-0.5109521209621047,0.5146517097726856,0.0,0.0,0.0,126,0.015941185876727104
1736135331040152950,1076,1736133946242876529,map,0,1736133946544501543,map,0.8305060547398292,0.3128359629749774,0.07001805529231347,-0.49462781838892234,0.4962673431297206,-0.49099341124139706,0.5176751061586019,0.0,0.0,0.0,0,0.0010000000474974513,0,1736133946544553756,map,0.8604742275741984,-0.2288430674780641,0.0619167350175506,-0.4941660653569256,0.5029436624479512,-0.5014736667634063,0.501369857286974,0.0,0.0,0.0,1,0.0010000000474974513,0,1736133946544590473,map,0.858280450449822,-0.25708692234914465,0.19192789645045677,-0.5017349783122561,0.49106481663532403,-0.4902285208122173,0.5165204301701737,0.0,0.0,0.0,16,0.0010000000474974513,0,1736133946544622659,map,0.8600748899941555,0.05079880956838602,0.06672218268673905,-0.4990869396327283,0.4950929537861026,-0.49286140449282095,0.5127210057728803,0.0,0.0,0.0,17,0.0010000000474974513,0,1736133946544651508,map,0.8786508770590669,-0.2667678993945422,0.2813299293293228,-0.49229560562061847,0.5030697405759471,-0.4905823648928959,0.5137069359659958,0.0,0.0,0.0,121,0.0010000000474974513,0,1736133946544676065,map,0.8740330318585523,0.1995736322575815,0.28602005822806037,-0.5111054927699705,0.4811204557793791,-0.49130690768519114,0.5156663696149124,0.0,0.0,0.0,122,0.36759093403816223,0,1736133946544700384,map,0.8715865429764333,0.1988050575463733,0.18802897891209333,-0.4866275082526637,0.5028244578400776,-0.4798154365432573,0.5292810025538796,0.0,0.0,0.0,124,0.013925641775131226,0,1736133946544723987,map,0.8697395074482381,-0.03470548613513191,0.28644629437072583,-0.4723418848834301,0.528062456337984,-0.526312421691452,0.47014723307102674,0.0,0.0,0.0,125,0.052772700786590576,0,1736133946544748306,map,0.8743348210304145,-0.028372618487437627,0.18749337657141854,0.49386147784206685,-0.5068887888098781,0.5123234459695408,-0.4865072283043694,0.0,0.0,0.0,126,0.011554612778127193
1736135331138049144,1077,1736133946242876529,map,0,1736133946544501543,map,0.8305060547398292,0.3128359629749774,0.07001805529231347,-0.49462781838892234,0.4962673431297206,-0.49099341124139706,0.5176751061586019,0.0,0.0,0.0,0,0.0010000000474974513,0,1736133946544553756,map,0.8538133136462734,-0.22835314248121816,0.0638836751305385,-0.4971798928855876,0.49623028867072644,-0.492382379562075,0.5139331153105747,0.0,0.0,0.0,1,0.0010000000474974513,0,1736133946544590473,map,0.852686562708816,-0.2565391348753072,0.19244899675816018,-0.5047917403323817,0.48638818357898606,-0.48351137307168734,0.5242409616552983,0.0,0.0,0.0,16,0.0010000000474974513,0,1736133946544622659,map,0.8531986338903709,0.04828992729473096,0.06884604644692532,-0.48103357365200944,0.49874221999178525,-0.5039432566086037,0.5156588922300848,0.0,0.0,0.0,17,0.0010000000474974513,0,1736133946544651508,map,0.875487047193553,-0.2679609845966735,0.2807468892474095,-0.500805532659062,0.5046648599562101,-0.48051105582637427,0.5134358020357321,0.0,0.0,0.0,121,0.0010000000474974513,0,1736133946544676065,map,0.8694156026309005,0.19757477967916098,0.2860498155965446,-0.49378056394230896,0.48043442254340973,-0.506803969833783,0.5181826477883202,0.0,0.0,0.0,122,0.4176185429096222,0,1736133946544700384,map,0.8692283451548812,0.19813197740062083,0.1887225792715248,-0.4801118028343227,0.5023480766009217,-0.49022486560384076,0.5261355793502541,0.0,0.0,0.0,124,0.031580086797475815,0,1736133946544723987,map,0.8705137455983825,-0.034392054492649066,0.28663102128999024,-0.48370960022345033,0.5402145966711751,-0.5115392061938785,0.4609998402620181,0.0,0.0,0.0,125,0.03959054499864578,0,1736133946544748306,map,0.8691303604689834,-0.02834474606176523,0.18884250703128924,0.48138342156933317,-0.5120797276651133,0.5300931338011329,-0.4743897379260216,0.0,0.0,0.0,126,0.008687052875757217
