%time,intersection_length
1736135319136722914,0
1736135319236792306,0
1736135319338330647,0
1736135319436570971,0
1736135319536334926,0
1736135319637791956,0
1736135319737249873,0
1736135319837338010,0
1736135319937686230,0
1736135320037899889,0
1736135320137850989,0
1736135320237416742,0
1736135320337987913,0
1736135320437894880,0
1736135320537298152,0
1736135320637743889,0
1736135320737489406,0
1736135320837749680,0
1736135320937222110,0
1736135321037478325,0
1736135321138237942,0
1736135321237749662,0
1736135321337656565,0
1736135321437733605,0
1736135321538064666,0
1736135321637560506,0
1736135321737906405,0
1736135321837776810,0
1736135321937365332,0
1736135322037941859,0
1736135322138017171,0
1736135322237398346,0
1736135322338033338,0
1736135322437791241,0
1736135322537991185,0
1736135322638042243,0
1736135322737952108,0
1736135322838028343,0
1736135322938206637,0
1736135323038014723,0
1736135323137688717,0
1736135323238056599,0
1736135323338183524,0
1736135323436322989,0
1736135323536595825,0
1736135323636978645,0
1736135323736571238,0
1736135323836643832,0
1736135323936828104,0
1736135324036678505,0
1736135324136685814,0
1736135324236892334,0
1736135324336787685,0
1736135324436696923,0
1736135324536718979,0
1736135324636750253,0
1736135324736550028,0
1736135324837552977,0
1736135324936804352,0
1736135325036592042,0
1736135325136480940,0
1736135325237454660,0
1736135325336453764,0
1736135325436527823,0
1736135325536690338,0
1736135325637881864,0
1736135325737678649,0
1736135325838370016,0
1736135325938161651,0
1736135326037882785,0
1736135326138457051,0
1736135326237605408,0
1736135326337907708,0
1736135326438068476,0
1736135326538271763,0
1736135326637910080,0
1736135326737812317,0
1736135326838002200,0
1736135326938298680,0
1736135327038160380,0
1736135327137300068,0
1736135327237534860,0
1736135327338484249,0
1736135327438063192,0
1736135327537740109,0
1736135327637337607,0
1736135327736738740,0
1736135327836729949,0
1736135327936712052,0
1736135328036787576,0
1736135328136521615,0
1736135328236770950,0
1736135328336582973,0
1736135328436992567,0
1736135328536500565,0
1736135328636386174,0
1736135328736530987,0
1736135328836529996,0
1736135328936541069,0
1736135329037308065,0
1736135329136809198,0
1736135329237550824,0
1736135329336277006,0
1736135329436461128,0
1736135329536294447,0
1736135329636364387,0
1736135329738283750,0
1736135329836550298,0
1736135329936412132,0
1736135330036371072,0
1736135330137340607,1
1736135330237961046,2
1736135330339484300,3
1736135330438062285,4
1736135330537914816,5
1736135330638327789,6
1736135330737454382,7
1736135330838441591,8
1736135330938932889,9
1736135331040431106,10
1736135331137919473,11
1736135331237831933,12
1736135331337927573,13
1736135331438775159,14
1736135331537898954,15
1736135331637882796,16
1736135331737965552,17
1736135331838003915,18
1736135331939762223,19
1736135332039916912,20
1736135332140237777,21
1736135332240988749,22
1736135332339874539,23
1736135332439292757,24
1736135332540206623,25
1736135332640111015,26
1736135332740240784,27
1736135332840021957,28
1736135332940018690,29
1736135333039950240,30
1736135333139573326,31
1736135333239627702,32
1736135333339562286,33
1736135333440229521,34
1736135333540932432,35
1736135333640074563,36
1736135333740428857,37
1736135333839623126,38
1736135333940457111,39
1736135334039607938,40
1736135334139900143,41
1736135334240086592,42
1736135334337677770,42
1736135334438207436,42
1736135334538254234,42
1736135334637573132,42
1736135334737988545,42
1736135334837918598,42
1736135334938662151,42
1736135335038246360,42
1736135335137648899,42
1736135335239667136,43
1736135335340504239,44
1736135335441025727,45
1736135335540570941,46
1736135335640214638,47
1736135335740689910,48
1736135335840582769,49
1736135335940039770,50
1736135336040592433,51
1736135336141183687,52
1736135336241069841,53
1736135336340163142,54
1736135336440032255,55
1736135336540868593,56
1736135336639702665,57
1736135336739628913,58
1736135336840240013,59
1736135336940773860,60
1736135337041011906,61
1736135337140206514,62
1736135337239524188,63
1736135337339801075,64
1736135337439592279,65
1736135337539961636,66
1736135337640290711,67
1736135337740227505,68
1736135337840286136,69
1736135337940112135,70
1736135338039282055,71
1736135338139972546,72
1736135338240694827,73
1736135338340683544,74
1736135338439939561,75
1736135338538609912,76
1736135338637440599,77
1736135338738433593,78
1736135338838334437,79
1736135338938707689,80
1736135339038726332,81
1736135339138618648,82
1736135339236768408,82
1736135339336666674,82
1736135339437270141,82
1736135339536694266,82
1736135339636633470,82
1736135339736489688,82
1736135339836584280,82
1736135339937367880,82
1736135340036386122,82
1736135340136718622,82
1736135340238327713,82
1736135340336599184,82
1736135340436734198,82
1736135340536498173,82
1736135340637080215,82
1736135340736503938,82
1736135340836811552,82
1736135340937251831,82
1736135341038031189,82
1736135341136818918,82
1736135341236947686,82
1736135341336720444,82
1736135341436680399,82
1736135341536453977,82
1736135341636879546,82
1736135341736688791,82
1736135341837086540,82
1736135341936587753,82
1736135342036733652,82
1736135342137130945,82
1736135342236717013,82
1736135342336708453,82
1736135342436777858,82
1736135342536830211,82
1736135342636826500,82
1736135342737009165,82
1736135342836647179,82
1736135342936680196,82
1736135343036726294,82
1736135343136648472,82
1736135343237146391,82
1736135343337746097,82
1736135343437513869,82
1736135343537509293,82
1736135343636876881,82
1736135343737818852,82
1736135343836647030,82
1736135343936711723,82
1736135344037067585,82
1736135344136734557,82
1736135344237103982,82
1736135344336866851,82
1736135344436447403,82
1736135344536954934,82
1736135344636556082,82
1736135344736612327,82
1736135344836866679,82
1736135344939661237,82
1736135345037929841,82
1736135345138137883,82
1736135345236935908,82
1736135345337419853,82
1736135345437751375,82
1736135345538161564,82
1736135345637712215,82
1736135345737701362,82
1736135345838149870,82
1736135345938030806,82
1736135346037838775,82
1736135346137871478,82
1736135346238074749,82
1736135346337692683,82
1736135346438486560,82
1736135346537959604,82
1736135346638993137,82
1736135346738058334,82
1736135346837420232,82
1736135346938077587,82
1736135347036507072,82
1736135347138130317,82
1736135347238432057,0
1736135347338115529,0
1736135347438408584,0
1736135347537838996,0
1736135347638307937,0
1736135347737876846,0
1736135347837751934,0
1736135347937645287,0
1736135348038030882,0
1736135348139069206,0
1736135348237426984,0
1736135348337761792,0
1736135348437049616,0
1736135348537980693,0
1736135348637962305,0
1736135348737926936,0
1736135348838406695,0
1736135348938299122,0
1736135349038332780,0
1736135349137694859,0
1736135349236968023,0
1736135349336488948,0
1736135349436381121,0
1736135349536709354,0
1736135349638760787,0
1736135349736764615,0
1736135349836618546,0
1736135349938675930,1
1736135350038929624,2
1736135350137688962,3
1736135350237782706,4
1736135350337575512,5
1736135350438389564,6
1736135350538004690,7
1736135350637981598,8
1736135350738316821,9
1736135350839727520,10
1736135350939124151,11
1736135351039309655,12
1736135351140429091,13
1736135351240013888,14
1736135351339905613,15
1736135351439677388,16
1736135351540028557,17
1736135351639577808,18
1736135351740547245,19
1736135351840059326,20
1736135351940830285,21
1736135352040730176,22
1736135352137931835,23
1736135352240266293,24
1736135352338341284,25
1736135352439198981,26
1736135352536640185,26
1736135352636789056,26
1736135352736538785,26
1736135352836674872,26
1736135352937364557,26
1736135353038016221,26
1736135353137600721,26
1736135353237100393,26
1736135353337578442,26
1736135353436990682,26
1736135353537259302,26
1736135353640195193,27
1736135353739912922,28
1736135353840660751,29
1736135353938332029,30
1736135354039467587,31
1736135354137994580,32
1736135354238143336,33
1736135354338806504,34
1736135354440413456,35
1736135354541017315,36
1736135354640753023,37
1736135354739869290,38
1736135354839259407,39
1736135354940417123,40
1736135355039672779,41
1736135355138348045,42
1736135355239351223,43
1736135355340793556,44
1736135355440147582,45
1736135355540237583,46
1736135355640497531,47
1736135355738764520,48
1736135355839750866,49
1736135355939485959,50
1736135356039965935,51
1736135356140178161,52
1736135356239604458,53
1736135356340661302,54
1736135356439922262,55
1736135356539614643,56
1736135356640272837,57
1736135356740217917,58
1736135356839946115,59
1736135356939857252,60
1736135357041695884,61
1736135357138707206,62
1736135357238960224,63
1736135357338013565,64
1736135357438138927,65
1736135357538135280,66
1736135357639317273,67
1736135357738416399,68
1736135357838168068,69
1736135357938459608,70
1736135358038308877,71
1736135358140465335,72
1736135358238410938,73
1736135358339631359,74
1736135358439965195,75
1736135358540476671,76
1736135358640060764,77
1736135358740106636,78
1736135358837478653,78
1736135358937891797,78
1736135359037845065,78
1736135359137819150,78
1736135359237819975,78
1736135359337923419,78
1736135359438076587,78
1736135359538052665,78
1736135359638281874,78
1736135359738305671,78
1736135359838022128,78
1736135359938346513,78
1736135360038659376,78
1736135360138009549,78
1736135360237669257,78
1736135360336984988,78
1736135360436546514,78
1736135360536586739,78
1736135360636575027,78
1736135360737083661,78
1736135360836490509,78
1736135360936611034,78
1736135361036649885,78
1736135361136446775,78
1736135361238158349,78
1736135361336924286,78
1736135361436586565,78
1736135361536461269,78
1736135361636681947,78
1736135361737139783,78
1736135361836567047,78
1736135361936530356,78
1736135362037357458,78
1736135362137288624,78
1736135362236302207,78
1736135362336905160,78
1736135362436126058,78
1736135362536792710,78
1736135362636844420,78
1736135362736381113,78
1736135362837237617,78
1736135362937040616,78
1736135363037225953,78
1736135363136556030,78
1736135363237326522,78
1736135363336767715,78
1736135363436482557,78
1736135363536543280,78
1736135363637684160,78
1736135363736886591,78
1736135363836384951,78
1736135363936446176,78
1736135364036736734,78
1736135364136340708,78
1736135364236157165,78
1736135364336721921,78
1736135364437680739,78
1736135364536498783,78
1736135364637781703,78
1736135364737894891,78
1736135364837540582,78
1736135364937535090,78
1736135365038320715,78
1736135365137850147,78
1736135365236202734,78
1736135365336751298,78
1736135365436912011,78
1736135365536418420,78
1736135365638278818,78
1736135365738566067,78
1736135365837949357,78
1736135365938210457,78
1736135366037462823,78
1736135366137349545,78
1736135366237791087,78
1736135366337746506,78
1736135366438071773,78
1736135366538433837,78
1736135366638486006,78
1736135366738139325,0
1736135366837440329,0
1736135366938261286,0
1736135367037513218,0
1736135367137701537,0
1736135367237631938,0
1736135367338210069,0
1736135367438182388,0
1736135367537975052,0
1736135367638196071,0
1736135367737896745,0
1736135367838128665,0
1736135367938119256,0
1736135368038520500,0
1736135368137801833,0
1736135368238431528,0
1736135368338115327,0
1736135368438228814,0
1736135368538011588,0
1736135368638268700,0
1736135368737257741,0
1736135368838317575,0
1736135368938319775,0
1736135369037431502,0
1736135369137944177,0
1736135369239105215,1
1736135369339958462,2
1736135369439745771,3
1736135369540706608,4
1736135369640764929,5
1736135369739851598,6
1736135369840940552,7
1736135369940568786,8
1736135370040022204,9
1736135370139457496,10
1736135370240872534,11
1736135370339935465,12
1736135370438324705,13
1736135370539930487,14
1736135370640765296,15
1736135370739647904,16
1736135370839172071,17
1736135370939283317,18
1736135371038381253,19
1736135371138445560,20
1736135371238160239,21
1736135371338360859,22
1736135371438481099,23
1736135371539032110,24
1736135371638419030,25
1736135371738229707,26
1736135371838505496,27
1736135371938343072,28
1736135372038660026,29
1736135372138131590,30
1736135372238348076,31
1736135372338292959,32
1736135372438596907,33
1736135372538351006,34
1736135372636636829,34
1736135372736841535,34
1736135372836808929,34
1736135372937351150,34
1736135373037045988,34
1736135373137464366,34
1736135373237783861,34
1736135373336880737,34
1736135373436619254,34
1736135373537616105,34
1736135373637263433,34
1736135373736950203,34
1736135373837006731,34
1736135373939407959,35
1736135374040023202,36
1736135374140333387,37
1736135374240089343,38
1736135374340196171,39
1736135374439973988,40
1736135374539745353,41
1736135374639260841,42
1736135374739573030,43
1736135374840166010,44
1736135374939478693,45
1736135375039287436,46
1736135375140074454,47
1736135375239136529,48
1736135375339853556,49
1736135375440052002,50
1736135375540085670,51
1736135375639386899,52
1736135375740541838,53
1736135375839277730,54
1736135375939269350,55
1736135376040059663,56
1736135376140801512,57
1736135376239069752,58
1736135376340258622,59
1736135376440165261,60
1736135376537886226,61
1736135376638872069,62
1736135376739943732,63
1736135376840108591,64
1736135376938867000,65
1736135377039862440,66
1736135377139598110,67
1736135377240218712,68
1736135377339947590,69
1736135377438940712,70
1736135377538940983,71
1736135377639640051,72
1736135377739064945,73
1736135377840544121,74
1736135377939026275,75
1736135378039242094,76
1736135378140010779,77
1736135378239970883,78
1736135378337235444,78
1736135378437359873,78
1736135378537297185,78
1736135378637536016,78
1736135378737466254,78
1736135378837136861,78
1736135378937644581,78
1736135379037193170,78
1736135379137088351,78
1736135379237603612,78
1736135379337040132,78
1736135379437286003,78
1736135379537135189,78
1736135379637807030,78
1736135379737590543,78
1736135379837226212,78
1736135379937343685,78
1736135380037584126,78
1736135380137121900,78
1736135380237627691,78
1736135380337181065,78
1736135380437605414,78
1736135380536752334,78
1736135380637700515,78
1736135380737953297,78
1736135380838573791,78
1736135380937664215,78
1736135381037251020,78
1736135381137897959,78
1736135381237729928,78
1736135381337632516,78
1736135381438069918,78
1736135381537631503,78
1736135381637618128,78
1736135381737758728,78
1736135381838019252,78
1736135381938110430,78
1736135382037562202,78
1736135382137218591,78
1736135382236937967,78
1736135382336941230,78
1736135382436297292,78
1736135382536431748,78
1736135382636534315,78
1736135382737091806,78
1736135382837042903,78
1736135382936687860,78
1736135383037433830,78
1736135383137819139,78
1736135383236639705,78
1736135383336745505,78
1736135383436634283,78
1736135383537106974,78
1736135383636973310,78
1736135383737230441,78
1736135383836313814,78
1736135383936681140,78
1736135384036907523,78
1736135384137412832,78
1736135384236416264,78
1736135384336628990,78
1736135384436379258,78
1736135384536670449,78
1736135384636768412,78
1736135384737243035,78
1736135384836643713,78
1736135384936811317,78
1736135385037887664,78
1736135385138135222,78
1736135385237916645,78
1736135385337567676,78
1736135385437944764,78
1736135385537369786,78
1736135385637587749,78
1736135385738224760,78
1736135385836851059,78
1736135385937365322,78
1736135386036906859,78
1736135386137064518,78
1736135386236573803,78
1736135386336705043,0
1736135386436743500,0
1736135386537156591,0
1736135386637086236,0
1736135386737316860,0
1736135386836797863,0
1736135386937489151,0
1736135387036553471,0
1736135387137425301,0
1736135387237760798,0
1736135387336465567,0
1736135387436605329,0
1736135387537015254,0
1736135387636680505,0
1736135387736687873,0
1736135387836611554,0
1736135387936397400,0
1736135388036647875,0
1736135388136600457,0
1736135388236757459,0
1736135388336847366,0
1736135388436452835,0
1736135388536548443,0
1736135388636563361,0
1736135388736923320,0
1736135388836860143,0
1736135388936204035,0
1736135389037498327,0
1736135389136749034,0
1736135389236747920,0
1736135389336403028,0
1736135389436563322,0
1736135389536575734,0
1736135389637179922,0
1736135389736993053,0
1736135389837013900,0
1736135389936997908,0
1736135390036769611,0
1736135390136454222,0
1736135390237378943,0
1736135390337763361,0
1736135390436956398,0
1736135390537280945,0
1736135390637435698,0
1736135390737341178,0
1736135390837026589,0
1736135390936299365,0
1736135391036809516,0
1736135391136497459,0
1736135391237163948,0
1736135391336651089,0
1736135391437980047,0
1736135391536780454,0
1736135391636534480,0
1736135391738031910,0
1736135391836865990,0
1736135391936793779,0
1736135392036980306,0
1736135392138336422,0
1736135392237374567,0
1736135392338145317,0
1736135392437390316,0
1736135392536624545,0
1736135392637095919,0
1736135392736323936,0
1736135392836524168,0
1736135392937376990,0
1736135393037412184,0
1736135393137343995,0
1736135393236551963,0
1736135393337304205,0
1736135393436030530,0
1736135393536747537,0
1736135393636441516,0
1736135393736969353,0
1736135393836578916,0
1736135393937112522,0
1736135394036548552,0
1736135394137093197,0
1736135394237691582,1
1736135394339576684,2
1736135394439695770,3
1736135394539529997,4
1736135394639651177,5
1736135394738433210,6
1736135394838951737,7
1736135394938914663,8
1736135395039444309,9
1736135395139171686,10
1736135395239631861,11
1736135395339358505,12
1736135395439238706,13
1736135395538685240,14
1736135395639453417,15
1736135395738503237,16
1736135395838695736,17
1736135395939109986,18
1736135396039249746,19
1736135396138657276,20
1736135396239201776,21
1736135396339659605,22
1736135396437971592,23
1736135396539124590,24
1736135396639139237,25
1736135396738988126,26
1736135396837691289,27
1736135396937296516,27
1736135397036708593,27
1736135397137580909,27
1736135397237109331,27
1736135397336735975,27
1736135397436695266,27
1736135397537287301,27
1736135397637314789,27
1736135397739289198,28
1736135397839108530,29
1736135397938529652,30
1736135398037956846,31
1736135398138342836,32
1736135398239674901,33
1736135398339120758,34
1736135398439056292,35
1736135398539035787,36
1736135398638954180,37
1736135398738600157,38
1736135398837997945,39
1736135398938356264,40
1736135399038211007,41
1736135399137657932,42
1736135399238405641,43
1736135399339385822,44
1736135399437855474,45
1736135399538426013,46
1736135399638614044,47
1736135399738172646,48
1736135399837767136,49
1736135399938337105,50
1736135400038209058,51
1736135400138402446,52
1736135400238506007,53
1736135400338502690,54
1736135400438886250,55
1736135400537452079,56
1736135400638675497,57
1736135400738658564,58
1736135400837794811,59
1736135400937883494,60
1736135401038735693,61
1736135401139026760,62
1736135401239015465,63
1736135401338841188,64
1736135401439318550,65
1736135401538923112,66
1736135401638915305,67
1736135401739227469,68
1736135401838879050,69
1736135401939174444,70
1736135402039342381,71
1736135402138036082,72
1736135402238228783,73
1736135402337799702,74
1736135402439458944,75
1736135402536939984,75
1736135402637234805,75
1736135402737400376,75
1736135402836350071,75
1736135402937369136,75
1736135403037866711,75
1736135403137920432,75
1736135403237230384,75
1736135403337341400,75
1736135403437073195,75
1736135403536651893,75
1736135403636786325,75
1736135403736901861,75
1736135403837333973,75
1736135403936503074,75
1736135404037486428,75
1736135404136603789,75
1736135404236604769,75
1736135404336890528,75
1736135404438344235,75
1736135404536632288,75
1736135404636765974,75
1736135404737619756,75
1736135404837702088,75
1736135404937401669,75
1736135405037701011,75
1736135405137837992,75
1736135405237558470,75
1736135405336904712,75
1736135405437792756,75
1736135405537590958,75
1736135405638627025,75
1736135405737604485,75
1736135405837665635,75
1736135405937618725,75
1736135406037175888,75
1736135406136888058,75
1736135406237223935,75
1736135406336541393,75
1736135406436578565,75
1736135406537494257,75
1736135406638044923,75
1736135406737656816,75
1736135406837573024,75
1736135406937180631,75
1736135407037507941,75
1736135407137551171,75
1736135407237636341,75
1736135407337497916,75
1736135407437895705,75
1736135407537909542,75
1736135407637610889,75
1736135407737396262,75
1736135407837217241,75
1736135407937339198,75
1736135408037650858,75
1736135408137682124,75
1736135408237710456,75
1736135408337515121,75
1736135408437138041,75
1736135408537307504,75
1736135408637108564,75
1736135408737104365,75
1736135408837469270,75
1736135408937514192,75
1736135409037118857,75
1736135409137858906,75
1736135409237328729,75
1736135409336281602,75
1736135409436802946,75
1736135409537005718,75
1736135409637369299,75
1736135409737313852,75
1736135409836952748,75
1736135409937581110,75
1736135410036972537,0
1736135410137386960,0
1736135410237067701,0
1736135410337279939,0
1736135410436876094,0
1736135410537465811,0
1736135410637202837,0
1736135410737191881,0
1736135410836746458,0
1736135410936960639,0
1736135411036448061,0
1736135411136693848,0
1736135411236655089,0
1736135411337063737,0
1736135411437459182,0
1736135411537540173,0
1736135411637872611,1
1736135411738585745,2
1736135411837038718,3
1736135411939123526,4
1736135412039485809,5
1736135412139610538,6
1736135412239656853,7
1736135412339247994,8
1736135412439271206,9
1736135412539441451,10
1736135412639747648,11
1736135412739340630,12
1736135412838493408,13
1736135412939440674,14
1736135413039460430,15
1736135413140184609,16
1736135413238841994,17
1736135413339419412,18
1736135413439584685,19
1736135413538111178,20
1736135413638124700,21
1736135413739428335,22
1736135413840034815,23
1736135413939392952,24
1736135414038232285,25
1736135414137891707,26
1736135414238763628,27
1736135414338002370,28
1736135414439177774,29
1736135414539762923,30
1736135414638107637,31
1736135414740254583,32
1736135414839409580,33
1736135414939408271,34
1736135415039306286,35
1736135415139183540,36
1736135415240932134,37
1736135415336904786,37
1736135415436972773,37
1736135415536711691,37
1736135415636783586,37
1736135415736883753,37
1736135415836667483,37
1736135415937274030,37
1736135416037606187,37
1736135416137080110,37
1736135416239597579,38
1736135416338507175,39
1736135416439176427,40
1736135416538776263,41
1736135416639020094,42
1736135416739309822,43
1736135416839664729,44
1736135416938670654,45
1736135417039127109,46
1736135417139815382,47
1736135417237918180,48
1736135417337935669,49
1736135417438118736,50
1736135417538158997,51
1736135417637945828,52
1736135417739036137,53
1736135417840472859,54
1736135417939035139,55
1736135418039406764,56
1736135418139434650,57
1736135418239398978,58
1736135418339749623,59
1736135418439243438,60
1736135418539985128,61
1736135418640860106,62
1736135418739467617,63
1736135418838091399,64
1736135418939275419,65
1736135419039026460,66
1736135419139708749,67
1736135419238650508,68
1736135419338128481,69
1736135419438685336,70
1736135419539083607,71
1736135419638517840,72
1736135419738998172,73
1736135419839033399,74
1736135419938862995,75
1736135420039024967,76
1736135420139047859,77
1736135420239153635,78
1736135420339530303,79
1736135420439732859,80
1736135420539230687,81
1736135420639359887,82
1736135420739350868,83
1736135420839648891,84
1736135420939704213,85
1736135421039449370,86
1736135421137835694,86
1736135421239705329,87
1736135421337798158,87
1736135421437648198,87
1736135421538242046,87
1736135421637616864,87
1736135421737492761,87
1736135421836764798,87
1736135421937384965,87
1736135422036450218,87
1736135422137428989,87
1736135422237741433,87
1736135422337739785,87
1736135422437349666,87
1736135422537666448,87
1736135422638044706,87
1736135422737637745,87
1736135422837097678,87
1736135422936502990,87
1736135423037015032,87
1736135423137511155,87
1736135423237752435,87
1736135423337454474,87
1736135423438265962,87
1736135423537950820,87
1736135423637397376,87
1736135423737906463,87
1736135423837394206,87
1736135423937745830,87
1736135424037227641,87
1736135424137542224,87
1736135424237292962,87
1736135424336608914,87
1736135424436594848,87
1736135424536709892,87
1736135424638248505,87
1736135424736698721,87
1736135424836693972,87
1736135424936386392,87
1736135425036541519,87
1736135425136840061,87
1736135425236459733,87
1736135425336164903,87
1736135425437767083,87
1736135425536294330,87
1736135425636528682,87
1736135425737711874,87
1736135425836975115,87
1736135425937056755,87
1736135426036467459,87
1736135426137660898,87
1736135426237378730,87
1736135426338097299,87
1736135426437832053,87
1736135426537625726,87
1736135426637751203,87
1736135426737224481,87
1736135426836751790,87
1736135426937232518,87
1736135427036413975,87
1736135427137406198,87
1736135427237275449,87
1736135427337151361,87
1736135427438002273,87
1736135427537694234,87
1736135427637556102,87
1736135427737127741,87
1736135427837408414,87
1736135427937455515,87
1736135428037812650,87
1736135428137933525,87
1736135428237990150,87
1736135428337908450,87
1736135428437381845,87
1736135428537646396,87
1736135428637366367,87
1736135428737582099,87
1736135428838147929,87
1736135428937609712,87
1736135429037898287,87
1736135429138100120,87
1736135429237787649,0
1736135429337190700,0
1736135429437617881,0
1736135429537559532,0
1736135429637731179,0
1736135429738551458,0
1736135429836524036,0
1736135429937782810,0
1736135430037883345,0
1736135430137211034,0
1736135430237209207,0
1736135430337800029,0
1736135430437681406,0
1736135430537468877,0
1736135430636697453,0
1736135430736616519,0
1736135430836868022,0
1736135430937680204,0
1736135431036356946,0
1736135431136410409,0
1736135431238768937,1
1736135431338175832,2
1736135431441766534,3
1736135431539287170,4
1736135431637794256,5
1736135431737842219,6
1736135431837601066,7
1736135431940387077,8
1736135432037620910,9
1736135432138988388,10
1736135432238131400,11
1736135432337754563,12
1736135432437801512,13
1736135432537547062,14
1736135432638093777,15
1736135432737881856,16
1736135432837816677,17
1736135432937877332,18
1736135433037870360,19
1736135433137917967,20
1736135433238011931,21
1736135433340795402,22
1736135433438929362,23
1736135433539700782,24
1736135433639143196,25
1736135433739130443,26
1736135433839575017,27
1736135433941305766,28
1736135434039516477,29
1736135434139864198,30
1736135434239790169,31
1736135434339514323,32
1736135434439664360,33
1736135434538332607,34
1736135434638652387,35
1736135434738437055,36
1736135434838278849,37
1736135434937504320,38
1736135435036771037,38
1736135435136640570,38
1736135435237227114,38
1736135435336800938,38
1736135435437336195,38
1736135435536629039,38
1736135435637887197,38
1736135435737026887,38
1736135435840477861,39
1736135435938237682,40
1736135436037974689,41
1736135436137845612,42
1736135436240704376,43
1736135436339305665,44
1736135436438543856,45
1736135436538047809,46
1736135436638202318,47
1736135436738219853,48
1736135436838117766,49
1736135436938010300,50
1736135437038853115,51
1736135437140031070,52
1736135437237850086,53
1736135437338080534,54
1736135437438379329,55
1736135437538130598,56
1736135437638343082,57
1736135437737827828,58
1736135437837929026,59
1736135437939382571,60
1736135438040462284,61
1736135438138049418,62
1736135438238003300,63
1736135438337704896,64
1736135438437550788,65
1736135438538310836,66
1736135438637744454,67
1736135438738538344,68
1736135438838234490,69
1736135438936961317,69
1736135439036694219,69
1736135439136687512,69
1736135439236690604,69
1736135439336683458,69
1736135439438614084,69
1736135439536668432,69
1736135439636517959,69
1736135439736866792,69
1736135439836497673,69
1736135439938219313,69
1736135440036590848,69
1736135440137187197,69
1736135440237012317,69
1736135440336746509,69
1736135440436645736,69
1736135440538340532,69
1736135440636439231,69
1736135440736674341,69
1736135440836628610,69
1736135440936896070,69
1736135441036686985,69
1736135441137041124,69
1736135441236561437,69
1736135441337008316,69
1736135441436696380,69
1736135441536686444,69
1736135441636829800,69
1736135441736864707,69
1736135441837051697,69
1736135441936873016,69
1736135442038486176,69
1736135442137995997,69
1736135442236657544,69
1736135442336917086,69
1736135442437082662,69
1736135442536697378,69
1736135442636785280,69
1736135442736751126,69
1736135442838453793,69
1736135442937374060,69
1736135443037820917,69
1736135443137478632,69
1736135443237780058,69
1736135443338135634,69
1736135443438013244,69
1736135443539399051,69
1736135443638629161,69
1736135443738404302,69
1736135443837957821,69
