%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35
1735645971004124567,252,1735645566598569393,map,0.7937141807493884,-0.17009944197965257,2.3339064975979054,0.0,0.0,0.0,1.0,0.001625519013199502,-0.008303139902217309,-0.022615694320530677,0.0,0.0,0.0,-0.008303139902217309,0.04242997659017525,0.11551708512444339,0.0,0.0,0.0,-0.022615694320530677,0.11551708512444339,0.3146508331224884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735645971104281762,253,1735645566598569393,map,0.7937141807493884,-0.17009944197965257,2.3339064975979054,0.0,0.0,0.0,1.0,0.001625519013199502,-0.008303139902217309,-0.022615694320530677,0.0,0.0,0.0,-0.008303139902217309,0.04242997659017525,0.11551708512444339,0.0,0.0,0.0,-0.022615694320530677,0.11551708512444339,0.3146508331224884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735645971204473931,254,1735645566598569393,map,0.7937141807493884,-0.17009944197965257,2.3339064975979054,0.0,0.0,0.0,1.0,0.001625519013199502,-0.008303139902217309,-0.022615694320530677,0.0,0.0,0.0,-0.008303139902217309,0.04242997659017525,0.11551708512444339,0.0,0.0,0.0,-0.022615694320530677,0.11551708512444339,0.3146508331224884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735645971304698301,255,1735645566598569393,map,0.7937141807493884,-0.17009944197965257,2.3339064975979054,0.0,0.0,0.0,1.0,0.001625519013199502,-0.008303139902217309,-0.022615694320530677,0.0,0.0,0.0,-0.008303139902217309,0.04242997659017525,0.11551708512444339,0.0,0.0,0.0,-0.022615694320530677,0.11551708512444339,0.3146508331224884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735645971404996532,256,1735645566598569393,map,0.7937141807493884,-0.17009944197965257,2.3339064975979054,0.0,0.0,0.0,1.0,0.001625519013199502,-0.008303139902217309,-0.022615694320530677,0.0,0.0,0.0,-0.008303139902217309,0.04242997659017525,0.11551708512444339,0.0,0.0,0.0,-0.022615694320530677,0.11551708512444339,0.3146508331224884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735645971505666866,257,1735645566598569393,map,0.7937141807493884,-0.17009944197965257,2.3339064975979054,0.0,0.0,0.0,1.0,0.001625519013199502,-0.008303139902217309,-0.022615694320530677,0.0,0.0,0.0,-0.008303139902217309,0.04242997659017525,0.11551708512444339,0.0,0.0,0.0,-0.022615694320530677,0.11551708512444339,0.3146508331224884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735645971603689408,258,1735645566598569393,map,0.7937141807493884,-0.17009944197965257,2.3339064975979054,0.0,0.0,0.0,1.0,0.001625519013199502,-0.008303139902217309,-0.022615694320530677,0.0,0.0,0.0,-0.008303139902217309,0.04242997659017525,0.11551708512444339,0.0,0.0,0.0,-0.022615694320530677,0.11551708512444339,0.3146508331224884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735645971704230730,259,1735645566598569393,map,0.7937141807493884,-0.17009944197965257,2.3339064975979054,0.0,0.0,0.0,1.0,0.001625519013199502,-0.008303139902217309,-0.022615694320530677,0.0,0.0,0.0,-0.008303139902217309,0.04242997659017525,0.11551708512444339,0.0,0.0,0.0,-0.022615694320530677,0.11551708512444339,0.3146508331224884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735645971803452552,260,1735645566598569393,map,0.7937141807493884,-0.17009944197965257,2.3339064975979054,0.0,0.0,0.0,1.0,0.001625519013199502,-0.008303139902217309,-0.022615694320530677,0.0,0.0,0.0,-0.008303139902217309,0.04242997659017525,0.11551708512444339,0.0,0.0,0.0,-0.022615694320530677,0.11551708512444339,0.3146508331224884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735645971904652990,261,1735645566598569393,map,0.7937141807493884,-0.17009944197965257,2.3339064975979054,0.0,0.0,0.0,1.0,0.001625519013199502,-0.008303139902217309,-0.022615694320530677,0.0,0.0,0.0,-0.008303139902217309,0.04242997659017525,0.11551708512444339,0.0,0.0,0.0,-0.022615694320530677,0.11551708512444339,0.3146508331224884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735645972004733158,262,1735645566598569393,map,0.7937141807493884,-0.17009944197965257,2.3339064975979054,0.0,0.0,0.0,1.0,0.001625519013199502,-0.008303139902217309,-0.022615694320530677,0.0,0.0,0.0,-0.008303139902217309,0.04242997659017525,0.11551708512444339,0.0,0.0,0.0,-0.022615694320530677,0.11551708512444339,0.3146508331224884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735645972104531361,263,1735645566598569393,map,0.7937141807493884,-0.17009944197965257,2.3339064975979054,0.0,0.0,0.0,1.0,0.001625519013199502,-0.008303139902217309,-0.022615694320530677,0.0,0.0,0.0,-0.008303139902217309,0.04242997659017525,0.11551708512444339,0.0,0.0,0.0,-0.022615694320530677,0.11551708512444339,0.3146508331224884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735645972205216294,264,1735645566598569393,map,0.7937141807493884,-0.17009944197965257,2.3339064975979054,0.0,0.0,0.0,1.0,0.001625519013199502,-0.008303139902217309,-0.022615694320530677,0.0,0.0,0.0,-0.008303139902217309,0.04242997659017525,0.11551708512444339,0.0,0.0,0.0,-0.022615694320530677,0.11551708512444339,0.3146508331224884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735645972307101499,265,1735645566598569393,map,0.7937141807493884,-0.17009944197965257,2.3339064975979054,0.0,0.0,0.0,1.0,0.001625519013199502,-0.008303139902217309,-0.022615694320530677,0.0,0.0,0.0,-0.008303139902217309,0.04242997659017525,0.11551708512444339,0.0,0.0,0.0,-0.022615694320530677,0.11551708512444339,0.3146508331224884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735645972403522760,266,1735645566598569393,map,0.7937141807493884,-0.17009944197965257,2.3339064975979054,0.0,0.0,0.0,1.0,0.001625519013199502,-0.008303139902217309,-0.022615694320530677,0.0,0.0,0.0,-0.008303139902217309,0.04242997659017525,0.11551708512444339,0.0,0.0,0.0,-0.022615694320530677,0.11551708512444339,0.3146508331224884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735645972503926952,267,1735645566598569393,map,0.7937141807493884,-0.17009944197965257,2.3339064975979054,0.0,0.0,0.0,1.0,0.001625519013199502,-0.008303139902217309,-0.022615694320530677,0.0,0.0,0.0,-0.008303139902217309,0.04242997659017525,0.11551708512444339,0.0,0.0,0.0,-0.022615694320530677,0.11551708512444339,0.3146508331224884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735645972603604206,268,1735645566598569393,map,0.7937141807493884,-0.17009944197965257,2.3339064975979054,0.0,0.0,0.0,1.0,0.001625519013199502,-0.008303139902217309,-0.022615694320530677,0.0,0.0,0.0,-0.008303139902217309,0.04242997659017525,0.11551708512444339,0.0,0.0,0.0,-0.022615694320530677,0.11551708512444339,0.3146508331224884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735645972704195702,269,1735645566598569393,map,0.7937141807493884,-0.17009944197965257,2.3339064975979054,0.0,0.0,0.0,1.0,0.001625519013199502,-0.008303139902217309,-0.022615694320530677,0.0,0.0,0.0,-0.008303139902217309,0.04242997659017525,0.11551708512444339,0.0,0.0,0.0,-0.022615694320530677,0.11551708512444339,0.3146508331224884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735645972804363866,270,1735645566598569393,map,0.7937141807493884,-0.17009944197965257,2.3339064975979054,0.0,0.0,0.0,1.0,0.001625519013199502,-0.008303139902217309,-0.022615694320530677,0.0,0.0,0.0,-0.008303139902217309,0.04242997659017525,0.11551708512444339,0.0,0.0,0.0,-0.022615694320530677,0.11551708512444339,0.3146508331224884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735645972907161898,271,1735645566598569393,map,0.7937141807493884,-0.17009944197965257,2.3339064975979054,0.0,0.0,0.0,1.0,0.001625519013199502,-0.008303139902217309,-0.022615694320530677,0.0,0.0,0.0,-0.008303139902217309,0.04242997659017525,0.11551708512444339,0.0,0.0,0.0,-0.022615694320530677,0.11551708512444339,0.3146508331224884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735645973004470460,272,1735645566598569393,map,0.7937141807493884,-0.17009944197965257,2.3339064975979054,0.0,0.0,0.0,1.0,0.001625519013199502,-0.008303139902217309,-0.022615694320530677,0.0,0.0,0.0,-0.008303139902217309,0.04242997659017525,0.11551708512444339,0.0,0.0,0.0,-0.022615694320530677,0.11551708512444339,0.3146508331224884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
