bayesian_threshold,bayesian_diff_threshold,intersection_length_threshold,average_success_time_rate,max_success_time_rate,min_success_time_rate,average_success_rate
0.5,0.15,7,0.5089491750680399,0.9777840199694716,0.0588267036976493,1.0
0.5,0.15,8,0.509914196626524,0.9777840199694716,0.0705868549400013,1.0
0.5,0.15,9,0.5108789976105214,0.9777840199694716,0.0823504539569085,1.0
0.5,0.15,10,0.5118432045427176,0.9777840199694716,0.0941039400037495,1.0
0.5,0.15,11,0.5128082362865163,0.9777840199694716,0.1058829535352797,1.0
0.5,0.15,12,0.5256635115508242,0.9777840199694716,0.1176479998504391,1.0
0.5,0.15,13,0.5276749053254223,0.9777840199694716,0.1250030692421463,1.0
0.5,0.15,14,0.5296863560351633,0.9777840199694716,0.1250030692421463,1.0
0.5,0.15,15,0.5320907002827777,0.9777840199694716,0.135419623806045,1.0
0.5,0.15,16,0.534937778293541,0.9777840199694716,0.1458363640989503,1.0
0.5,0.15,17,0.5377924179923332,0.9777840199694716,0.1562509847061825,1.0
0.5,0.15,18,0.5406465867570303,0.9777840199694716,0.1666668721873228,1.0
0.5,0.15,19,0.5435018649701681,0.9777840199694716,0.1770854188328379,1.0
0.5,0.2,1,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.2,2,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.2,3,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.2,4,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.2,5,0.4913689014604439,0.9777840199694716,0.0352932656460089,0.9629629629629629
0.5,0.2,6,0.5090074631493672,0.9777840199694716,0.0470624197376089,1.0
0.5,0.2,7,0.5094431773701094,0.9777840199694716,0.0588267036976493,1.0
0.5,0.2,8,0.5104081989285935,0.9777840199694716,0.0705868549400013,1.0
0.5,0.2,9,0.5113729999125908,0.9777840199694716,0.0823504539569085,1.0
0.5,0.2,10,0.512337206844787,0.9777840199694716,0.0941039400037495,1.0
0.5,0.2,11,0.5133022385885856,0.9777840199694716,0.1058829535352797,1.0
0.5,0.2,12,0.5256635115508242,0.9777840199694716,0.1176479998504391,1.0
0.5,0.2,13,0.5276749053254223,0.9777840199694716,0.1250030692421463,1.0
0.5,0.2,14,0.5296863560351633,0.9777840199694716,0.1250030692421463,1.0
0.5,0.2,15,0.5320907002827777,0.9777840199694716,0.135419623806045,1.0
0.5,0.2,16,0.534937778293541,0.9777840199694716,0.1458363640989503,1.0
0.5,0.2,17,0.5377924179923332,0.9777840199694716,0.1562509847061825,1.0
0.5,0.2,18,0.5406465867570303,0.9777840199694716,0.1666668721873228,1.0
0.5,0.2,19,0.5435018649701681,0.9777840199694716,0.1770854188328379,1.0
0.5,0.25,1,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.25,2,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.25,3,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.25,4,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.25,5,0.4913689014604439,0.9777840199694716,0.0352932656460089,0.9629629629629629
0.5,0.25,6,0.5099951108933506,0.9777840199694716,0.0470624197376089,1.0
0.5,0.25,7,0.5104308251140929,0.9777840199694716,0.0588267036976493,1.0
0.5,0.25,8,0.5113958466725769,0.9777840199694716,0.0705868549400013,1.0
0.5,0.25,9,0.5123606476565743,0.9777840199694716,0.0823504539569085,1.0
0.5,0.25,10,0.5133248545887705,0.9777840199694716,0.0941039400037495,1.0
0.5,0.25,11,0.5142898863325692,0.9777840199694716,0.1058829535352797,1.0
0.5,0.25,12,0.5266511592948077,0.9777840199694716,0.1176479998504391,1.0
0.5,0.25,13,0.5281688489952456,0.9777840199694716,0.1250030692421463,1.0
0.5,0.25,14,0.5296863560351633,0.9777840199694716,0.1250030692421463,1.0
0.5,0.25,15,0.5320907002827777,0.9777840199694716,0.135419623806045,1.0
0.5,0.25,16,0.534937778293541,0.9777840199694716,0.1458363640989503,1.0
0.5,0.25,17,0.5377924179923332,0.9777840199694716,0.1562509847061825,1.0
0.5,0.25,18,0.5406465867570303,0.9777840199694716,0.1666668721873228,1.0
0.5,0.25,19,0.5435018649701681,0.9777840199694716,0.1770854188328379,1.0
0.5,0.3,1,0.49203783190737105,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.3,2,0.49203783190737105,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.3,3,0.49203783190737105,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.3,4,0.49203783190737105,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.3,5,0.49241962506070264,0.9777840199694716,0.0352932656460089,0.9629629629629629
0.5,0.3,6,0.5120334628301367,0.9777840199694716,0.0470624197376089,1.0
0.5,0.3,7,0.5124691770508788,0.9777840199694716,0.0588267036976493,1.0
0.5,0.3,8,0.512904738208003,0.9777840199694716,0.0705868549400013,1.0
0.5,0.3,9,0.5138695391920004,0.9777840199694716,0.0823504539569085,1.0
0.5,0.3,10,0.5148337461241966,0.9777840199694716,0.0941039400037495,1.0
0.5,0.3,11,0.5157987778679951,0.9777840199694716,0.1058829535352797,1.0
0.5,0.3,12,0.5281600508302338,0.9777840199694716,0.1176479998504391,1.0
0.5,0.3,13,0.5296777405306716,0.9777840199694716,0.1250030692421463,1.0
0.5,0.3,14,0.5311952475705892,0.9777840199694716,0.1250030692421463,1.0
0.5,0.3,15,0.5331056845040272,0.9777840199694716,0.135419623806045,1.0
0.5,0.3,16,0.5354590414924398,0.9777840199694716,0.1458363640989503,1.0
0.5,0.3,17,0.5383136811912319,0.9777840199694716,0.1562509847061825,1.0
0.5,0.3,18,0.5411678499559289,0.9777840199694716,0.1666668721873228,1.0
0.5,0.3,19,0.5440231281690667,0.9777840199694716,0.1770854188328379,1.0
0.5,0.35,1,0.49503200828239796,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.35,2,0.49503200828239796,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.35,3,0.49503200828239796,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.35,4,0.49503200828239796,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.35,5,0.49541380143572944,0.9777840199694716,0.0352932656460089,0.9629629629629629
0.5,0.35,6,0.5155214045189834,0.9777840199694716,0.0470624197376089,1.0
0.5,0.35,7,0.5159571187397257,0.9777840199694716,0.0588267036976493,1.0
0.5,0.35,8,0.5163926798968499,0.9777840199694716,0.0705868549400013,1.0
0.5,0.35,9,0.5173574808808472,0.9777840199694716,0.0823504539569085,1.0
