%time,control_mode,desired_box,eef_distance,intersection_length,field.boxes0.id,field.boxes1.id,field.boxes2.id,field.boxes3.id,field.boxes4.id,field.boxes5.id,field.boxes6.id,field.boxes7.id,field.boxes8.id,baysian0,baysian1,baysian2,baysian3,baysian4,baysian5,baysian6,baysian7,baysian8
0.0,0,126,0.4868682622909546,2.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,,,,,,,,,
0.100020107,0,126,0.4839370548725128,3.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,1.0020020952761588e-06,1.0020020952761588e-06,1.0020020952761588e-06,1.0020020952761588e-06,1.0020020952761588e-06,1.0020020952761588e-06,1.0020020952761588e-06,0.0004123759098344466,1.0020020952761588e-06
0.199976987,0,126,0.4793867468833923,4.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,1.0020020952761588e-06,1.0020020952761588e-06,1.0020020952761588e-06,1.0020020952761588e-06,1.0020020952761588e-06,1.0020020952761588e-06,1.0020020952761588e-06,0.11061985902168467,1.0020020952761588e-06
0.299942673,0,126,0.4737783074378967,5.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,2.269362158279427e-06,1.0020020952761588e-06,1.0020020952761588e-06,0.00012952342380142496,1.0020020952761588e-06,1.0020020952761588e-06,8.522537183681986e-06,0.4697777428638708,0.0007848635151321093
0.399997456,0,126,0.4671602249145508,6.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,0.00012935198567946637,1.0020020952761588e-06,1.1513742031909618e-05,0.051101609904668395,0.0001184716616942293,3.140885418248104e-06,0.0008623015240722887,0.8401173938894578,0.8671316643550294
0.499936603,0,126,0.4610503315925598,7.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,0.00432451392044591,1.220167612527578e-05,0.002409838925512565,0.22352568074972318,0.0627835722335788,6.335063974107218e-05,0.01940777912433024,0.7092210114593898,0.9983915080173626
0.600004619,0,126,0.4523887932300567,8.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,0.004275681110554324,0.00032217397344576994,0.0768743056078705,0.3192288819042195,0.3131134956942969,0.00039255298539853095,0.03135687403611484,0.580183668694602,0.9996250253672373
0.700006812,0,126,0.4437220394611358,9.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,0.0020936088420733033,0.0007930575971382197,0.1590293744102604,0.2771874789176174,0.412208429787578,0.00024110009329571347,0.019152771541849134,0.4336983468057837,0.9984140731984452
0.79996752,0,126,0.4335957467556,10.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,0.0008926867170261641,0.0011000391917143487,0.20821282091905918,0.23632653559986955,0.41373687704800644,0.00010478941083212791,0.010150786007297763,0.30666343997169876,0.9952433037202157
0.899905425,0,126,0.4257499277591705,11.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,0.0003768433729146775,0.002152300302362216,0.2504352426138372,0.2594083953808899,0.35355303032919566,5.673273109545553e-05,0.005753012327743327,0.22497999987123574,0.9899281773509943
1.000005129,0,126,0.416239470243454,12.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,0.0001956488075528034,0.004363791604783013,0.24191247845358993,0.35294557163757456,0.2727827687607551,2.9986215944886922e-05,0.003203050664109941,0.17307850297098587,0.9829433647010437
1.099990792,0,126,0.4071862995624542,13.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,0.00012483092862473522,0.004777402269144691,0.19757597913841216,0.46736959211779006,0.20273468337759817,1.2243989153336357e-05,0.001745588686701974,0.128192815664116,0.9749719734867927
1.200007642,0,126,0.3987336456775665,14.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,7.341339606346907e-05,0.0035008477039126366,0.15700925716145084,0.5231891239874072,0.15206225582348074,4.643890742833639e-06,0.0009999974668433616,0.09348564266054928,0.9655319370669057
1.29999685,0,126,0.3914709389209747,15.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,3.7028165999084716e-05,0.002392104184430786,0.12810924565291548,0.4903337280970632,0.12786595721140334,2.1561296634880457e-06,0.0006180136280249792,0.08123295501304423,0.9631794253001557
1.399950082,0,126,0.3823221027851105,16.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,1.8512617907482466e-05,0.0016471947403769404,0.09361607574705344,0.4024534241931401,0.11867044360900113,1.9761407780080895e-06,0.0004855376541657672,0.1043871052482362,0.971535673897341
1.499971741,0,126,0.3741059303283691,17.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,1.1908935883523473e-05,0.001469996678472058,0.0645817298603105,0.33596323292958236,0.10224732905072278,4.6562883897453135e-06,0.0005950806492216976,0.1815749068247832,0.9837572267153264
1.599963765,0,126,0.3677087128162384,18.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,1.0220894148324572e-05,0.0015297353768964088,0.05280040889650663,0.28840369590021214,0.08064739603044231,1.5381431188084628e-05,0.0009441470220317353,0.29910397987174153,0.9916150659287911
1.700008817,0,126,0.3597785234451294,19.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,1.5620927766909057e-05,0.0015643185222414583,0.04823336001612403,0.252852605073933,0.06481525037445972,5.3399670877017915e-05,0.001938330142765802,0.4071722708262037,0.9966780467097477
1.799959004,0,126,0.3523596227169037,20.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,3.9306604301556785e-05,0.001611394937752536,0.04777351562417499,0.2352579100685377,0.05483763789001701,0.0001964103069470982,0.004954776194851204,0.490753343675899,0.9991443115962034
1.899954524,0,126,0.3445761501789093,21.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,8.594570615708308e-05,0.0015288155597705231,0.04545887216274519,0.21896373525183135,0.046852941662856855,0.0005255739716467809,0.010661411983834449,0.5418038743075408,0.9998216815414158
1.999944714,0,126,0.3384875357151031,22.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,0.00014401045819974393,0.0013524568469117954,0.041251973386649515,0.19927056609943364,0.038835562738472156,0.0010550328639475687,0.01863056280957565,0.5667177630166111,0.9999594799331619
2.099980108,0,126,0.330704003572464,23.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,0.0002103652869106029,0.0011533212785327124,0.0370855620927944,0.1792399488273419,0.03200512041884084,0.0018004286559066957,0.029036443928716967,0.5742486102892825,0.999981849076617
2.200006945,0,126,0.3231479227542877,24.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,0.00027533533275773974,0.0009549916777967291,0.03209261742814999,0.15979339170729076,0.02609584792040095,0.002715953627755784,0.04132017693570268,0.5770068153189308,0.9999680376153457
2.299988207,0,126,0.3151575028896332,25.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,0.00030422361748111166,0.0007400555454403678,0.02604981143781996,0.14230280145251584,0.020574111723497164,0.0033489048074549777,0.050741215629095754,0.571605559411348,0.9999052798481598
2.399966345,0,126,0.305837333202362,26.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,0.0002782958467485543,0.0005537170099885066,0.021790194932757648,0.13354732161046276,0.01636492319954442,0.003020534218636241,0.050482843423581884,0.5419178287349147,0.9998741268259287
2.499979957,0,126,0.2980034053325653,27.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,0.00022678788869389261,0.0004111374261194385,0.017961901736505945,0.12576637489683143,0.012913883057975039,0.0024283884160710635,0.04571169076730642,0.510741820702675,0.9998527481174019
2.599985886,0,126,0.2899763584136963,28.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,0.00017695014291518928,0.0003097593187737341,0.014504725181578722,0.11645699158266279,0.01004212151731697,0.0019418049808599869,0.040682463737142065,0.47949500091888775,0.9998161991054746
2.699981946,0,126,0.2815577387809753,29.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,0.00013553050430478,0.00023711277898251845,0.01182312616590822,0.10867225534768274,0.008070354681322403,0.001513806511231639,0.035500970480172936,0.4422868398818576,0.9998080819988139
2.800013282,0,126,0.2746659517288208,30.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,0.00010327099083031752,0.00017310303911605742,0.009291825466502288,0.09798760288911204,0.006624332736697308,0.0012285160394322414,0.03160026227834989,0.41592779844177874,0.9997694576104658
2.899968567,0,126,0.2675398588180542,31.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,7.569973272136665e-05,0.00012483172326968083,0.007484215074836741,0.08533950273113648,0.005509595163518503,0.0010564180088481344,0.028275819681200406,0.40716986655136134,0.9996988780943176
2.999951772,0,126,0.2612904012203216,32.0,0.0,1.0,16.0,17.0,121.0,122.0,124.0,125.0,126.0,5.451939044969596e-05,8.991379482511071e-05,0.006127658043855106,0.0736528736463538,0.004616175310145499,0.0009138955974849615,0.02513165950190148,0.40330971581443104,0.9995966570167816
