%time,field.header.seq,field.header.stamp,field.header.frame_id,field.axes0,field.axes1,field.buttons0,field.buttons1,field.buttons2,field.buttons3
1735646181800788738,16612,0,,0.0,0.0,0,0,1,1
1735646181913808830,16613,0,,0.0,0.0,0,0,1,1
1735646182023664862,16614,0,,0.0,0.0,0,0,1,1
1735646182134710677,16615,0,,0.0,0.0,0,0,1,1
1735646182246967173,16616,0,,0.0,0.0,0,0,1,1
1735646182359445702,16617,0,,0.0,0.0,0,0,1,1
1735646182467352465,16618,0,,0.0,0.0,0,0,1,1
1735646182578474994,16619,0,,0.0,0.0,0,0,1,1
1735646182686821069,16620,0,,0.0,0.0,0,0,1,1
1735646182797896169,16621,0,,0.0,0.0,0,0,1,1
1735646182911296351,16622,0,,0.0,0.0,0,0,1,1
1735646183026602831,16623,0,,0.0,0.0,0,0,1,1
1735646183134325015,16624,0,,0.0,0.0,0,0,1,1
1735646183242480889,16625,0,,0.0,0.0,0,0,1,0
1735646183356613038,16626,0,,0.0,0.0,0,0,1,0
1735646183466622641,16627,0,,0.0,0.0,1,0,1,0
1735646183577936423,16628,0,,0.0,0.0,0,0,1,0
1735646183691552803,16629,0,,0.0,0.0,0,0,1,0
1735646183794245787,16630,0,,0.0,0.0,0,0,0,0
1735646183919205931,16631,0,,0.0,0.0,0,0,0,0
1735646184021827480,16632,0,,0.0,0.0,0,0,0,0
1735646184134153899,16633,0,,0.0,0.0,0,0,0,0
1735646184246018485,16634,0,,0.0,0.0,0,0,0,0
1735646184353041525,16635,0,,0.0,0.0,0,0,0,0
1735646184471948802,16636,0,,0.0,0.0,0,0,0,0
1735646184575857196,16637,0,,0.0,0.0,0,0,0,0
1735646184691893638,16638,0,,0.0,0.0,0,0,0,0
1735646184797546404,16639,0,,0.0,0.0,0,0,0,0
1735646184909627920,16640,0,,0.0,0.0,0,0,0,0
1735646185027168900,16641,0,,0.0,0.0,0,0,0,0
1735646185121377243,16642,0,,0.0,0.0,0,0,0,0
1735646185231324999,16643,0,,0.0,0.0,0,0,0,0
1735646185327417449,16644,0,,0.0,0.0,0,0,0,0
1735646185437683217,16645,0,,0.0,0.0,0,0,0,0
1735646185551785307,16646,0,,0.0,0.0,0,0,0,0
1735646185661299384,16647,0,,0.0,0.0,0,0,0,0
1735646185772035573,16648,0,,0.0,0.0,0,0,0,0
1735646185882033203,16649,0,,0.0,0.0,0,0,0,0
1735646186000917307,16650,0,,0.0,0.0,0,0,0,0
1735646186110459715,16651,0,,0.0,0.0,0,0,0,0
1735646186214000584,16652,0,,0.0,0.0,0,0,0,0
1735646186328973925,16653,0,,0.0,0.0,0,0,0,0
1735646186443425588,16654,0,,0.0,0.0,0,0,0,0
1735646186554403594,16655,0,,0.0,0.0,0,0,0,0
1735646186667701292,16656,0,,0.0,0.0,0,0,0,0
1735646186773930139,16657,0,,0.0,0.0,0,0,0,0
1735646186885530354,16658,0,,0.0,0.0,0,0,0,0
1735646186995557050,16659,0,,0.0,0.0,0,0,0,0
1735646187105309358,16660,0,,0.0,0.0,0,0,0,0
1735646187218885993,16661,0,,0.0,0.0,0,0,0,0
1735646187326454787,16662,0,,0.0,0.0,0,0,0,0
1735646187440800789,16663,0,,0.0,0.0,0,0,0,0
1735646187549598419,16664,0,,0.0,0.0,0,0,0,0
1735646187659772144,16665,0,,0.0,0.0,0,0,0,0
1735646187767141259,16666,0,,0.0,0.0,0,0,0,0
1735646187886886893,16667,0,,0.0,0.0,0,0,0,0
1735646187990192767,16668,0,,0.0,0.0,0,0,0,0
1735646188102923012,16669,0,,0.0,0.0,0,0,0,0
1735646188214289664,16670,0,,0.0,0.0,0,0,0,0
1735646188325462841,16671,0,,0.0,0.0,0,0,0,0
1735646188439154775,16672,0,,0.0,0.0,0,0,0,0
1735646188558314450,16673,0,,0.0,0.0,0,0,0,0
1735646188659542530,16674,0,,0.0,0.0,0,0,0,0
1735646188772775938,16675,0,,0.0,0.0,0,0,0,0
1735646188887936483,16676,0,,0.0,0.0,0,0,0,0
1735646188993630006,16677,0,,0.0,0.0,0,0,0,0
1735646189104334775,16678,0,,0.0,0.0,0,0,0,0
1735646189215753728,16679,0,,0.0,0.0,0,0,0,0
1735646189330343362,16680,0,,0.0,0.0,0,0,0,0
1735646189438651695,16681,0,,0.0,0.0,0,0,0,0
1735646189548738525,16682,0,,0.0,0.0,0,0,0,0
1735646189663060102,16683,0,,0.0,0.0,0,0,0,0
1735646189774601506,16684,0,,0.0,0.0,0,0,0,0
1735646189885314962,16685,0,,0.0,0.0,0,0,0,0
1735646189995920715,16686,0,,0.0,0.0,0,0,0,0
1735646190103151639,16687,0,,0.0,0.0,0,0,0,0
1735646190213566501,16688,0,,0.0,0.0,0,0,0,0
1735646190325172766,16689,0,,0.0,0.0,0,0,0,0
1735646190441114370,16690,0,,0.0,0.0,0,0,0,0
1735646190548420026,16691,0,,0.0,0.0,0,0,0,0
1735646190660950031,16692,0,,0.0,0.0,0,0,0,0
1735646190767670139,16693,0,,0.0,0.0,0,0,0,0
1735646190893439235,16694,0,,0.0,0.0,0,0,0,0
1735646190994457408,16695,0,,0.0,0.0,0,0,0,0
1735646191101766150,16696,0,,0.0,0.0,0,0,0,0
1735646191222698120,16697,0,,0.0,0.0,0,0,0,0
1735646191330829919,16698,0,,0.0,0.0,0,0,0,0
1735646191434396306,16699,0,,0.0,0.0,0,0,0,0
1735646191547708833,16700,0,,0.0,0.0,0,0,0,0
1735646191665245376,16701,0,,0.0,0.0,0,0,0,0
1735646191771759384,16702,0,,0.0,0.0,0,0,0,0
1735646191881584839,16703,0,,0.0,0.0,0,0,0,0
1735646191997680915,16704,0,,0.0,0.0,0,0,0,0
1735646192089778853,16705,0,,0.0,0.0,0,0,0,0
1735646192199118278,16706,0,,0.0,0.0,0,0,0,0
1735646192310734063,16707,0,,0.0,0.0,0,0,0,0
1735646192428659472,16708,0,,0.0,0.0,0,0,0,0
1735646192532620386,16709,0,,0.0,0.0,0,0,0,0
1735646192648444837,16710,0,,0.0,0.0,0,0,0,0
1735646192756821531,16711,0,,0.0,0.0,0,0,0,0
1735646192868588082,16712,0,,0.0,0.0,0,0,0,0
1735646192979450229,16713,0,,0.0,0.0,0,0,0,0
1735646193075988934,16714,0,,0.0,0.0,0,0,0,0
1735646193185985404,16715,0,,0.0,0.0,0,0,0,1
1735646193280221029,16716,0,,0.0,0.0,0,0,0,1
1735646193395619023,16717,0,,0.0,0.0,0,0,0,1
1735646193509685657,16718,0,,0.0,0.0,0,0,0,1
1735646193621137341,16719,0,,0.0,0.0,0,0,0,1
1735646193727929245,16720,0,,0.0,0.0,0,0,0,1
1735646193837738820,16721,0,,0.0,0.0,0,0,0,1
1735646193953443235,16722,0,,0.0,0.0,0,0,0,1
1735646194067504478,16723,0,,0.0,0.0,0,0,0,1
1735646194176481829,16724,0,,0.0,0.0,0,0,0,1
1735646194283002650,16725,0,,0.0,0.0,0,0,0,1
1735646194393833779,16726,0,,0.0,0.0,0,0,0,1
1735646194507078878,16727,0,,0.0,0.0,0,0,0,1
1735646194623691782,16728,0,,0.0,0.0,0,0,0,1
1735646194733434091,16729,0,,0.0,0.0,0,0,0,1
1735646194843771767,16730,0,,0.0,0.0,0,0,0,1
1735646194941708859,16731,0,,0.0,0.0,0,0,0,1
1735646195051768398,16732,0,,0.0,0.0,0,0,0,1
1735646195160029612,16733,0,,0.0,0.0,0,0,0,1
1735646195267477668,16734,0,,0.0,0.0,0,0,0,1
1735646195383173747,16735,0,,0.0,0.0,0,0,0,1
1735646195489869028,16736,0,,0.0,0.0,0,0,0,1
1735646195601597787,16737,0,,0.0,0.0,0,0,0,1
1735646195713166081,16738,0,,0.0,0.0,0,0,0,1
1735646195827091849,16739,0,,0.0,0.0,0,0,0,1
1735646195935795472,16740,0,,0.0,0.0,0,0,0,1
1735646196049257492,16741,0,,0.0,0.0,0,0,0,1
1735646196157352152,16742,0,,0.0,0.0,0,0,0,1
1735646196268327685,16743,0,,0.0,0.0,0,0,0,1
1735646196381948535,16744,0,,0.0,0.0,0,0,0,1
1735646196492375329,16745,0,,0.0,0.0,0,0,0,1
1735646196601752898,16746,0,,0.0,0.0,0,0,0,0
1735646196713653562,16747,0,,0.0,0.0,0,0,0,0
1735646196829071274,16748,0,,0.0,0.0,0,0,0,0
1735646196935265848,16749,0,,0.0,0.0,0,0,0,0
1735646197048215949,16750,0,,0.0,0.0,0,0,0,0
1735646197159947764,16751,0,,0.0,0.0,0,0,0,0
1735646197271719835,16752,0,,0.0,0.0,0,0,0,0
1735646197392363298,16753,0,,0.0,0.0,0,0,0,0
1735646197491567468,16754,0,,0.0,0.0,0,0,0,0
1735646197599564944,16755,0,,0.0,0.0,0,0,0,1
1735646197718629250,16756,0,,0.0,0.0,0,0,0,1
1735646197824253843,16757,0,,0.0,0.0,0,0,0,1
1735646197936680474,16758,0,,0.0,0.0,0,0,0,1
1735646198055502701,16759,0,,0.0,0.0,0,0,0,1
1735646198159550369,16760,0,,0.0,0.0,0,0,0,1
1735646198267195168,16761,0,,0.0,0.0,0,0,0,1
1735646198385674105,16762,0,,0.0,0.0,0,0,0,1
1735646198495463372,16763,0,,0.0,0.0,0,0,0,1
1735646198606642722,16764,0,,0.0,0.0,0,0,0,1
1735646198713347962,16765,0,,0.0,0.0,0,0,0,1
1735646198826105218,16766,0,,0.0,0.0,0,0,0,1
1735646198937167175,16767,0,,0.0,0.0,0,0,0,1
1735646199049830723,16768,0,,0.0,0.0,0,0,0,1
1735646199165473141,16769,0,,0.0,0.0,0,0,0,1
1735646199273431182,16770,0,,0.0,0.0,0,0,0,1
1735646199383264443,16771,0,,0.0,0.0,0,0,0,1
1735646199495926669,16772,0,,0.0,0.0,0,0,0,1
1735646199603471108,16773,0,,0.0,0.0,0,0,0,1
1735646199717825547,16774,0,,0.0,0.0,0,0,0,1
1735646199825058456,16775,0,,0.0,0.0,0,0,0,1
1735646199939798195,16776,0,,0.0,0.0,0,0,0,1
1735646200049932015,16777,0,,0.0,0.0,0,0,0,1
1735646200151467790,16778,0,,0.0,0.0,0,0,0,1
1735646200274427408,16779,0,,0.0,0.0,0,0,0,1
1735646200384261811,16780,0,,0.0,0.0,0,0,0,1
1735646200493933406,16781,0,,0.0,0.0,0,0,0,1
1735646200601838919,16782,0,,0.0,0.0,0,0,0,1
1735646200712680478,16783,0,,0.0,0.0,0,0,0,1
1735646200825377611,16784,0,,0.0,0.0,0,0,0,1
1735646200939559034,16785,0,,0.0,0.0,0,0,0,1
1735646201043840675,16786,0,,0.0,0.0,0,0,0,0
1735646201161648362,16787,0,,0.0,0.0,0,0,0,0
1735646201271652617,16788,0,,0.0,0.0,0,0,0,0
1735646201382058823,16789,0,,0.0,0.0,0,0,0,0
1735646201491339077,16790,0,,0.0,0.0,0,0,0,0
1735646201607445523,16791,0,,0.0,0.0,0,0,0,0
1735646201711875196,16792,0,,0.0,0.0,0,0,0,0
1735646201821880262,16793,0,,0.0,0.0,0,0,0,0
1735646201939750187,16794,0,,0.0,0.0,0,0,0,0
1735646202047777851,16795,0,,0.0,0.0,0,0,0,0
1735646202152584346,16796,0,,0.0,0.0,0,0,0,0
1735646202267728090,16797,0,,0.0,0.0,0,0,0,0
1735646202380133190,16798,0,,0.0,0.0,0,0,0,0
1735646202490978456,16799,0,,0.0,0.0,0,0,0,0
1735646202599369327,16800,0,,0.0,0.0,0,0,0,0
1735646202713965525,16801,0,,0.0,0.0,0,0,0,0
1735646202828964455,16802,0,,0.0,0.0,0,0,0,0
1735646202937941786,16803,0,,0.0,0.0,0,0,0,0
1735646203045301786,16804,0,,0.0,0.0,0,0,0,0
1735646203159390993,16805,0,,0.0,0.0,0,0,0,0
1735646203267073964,16806,0,,0.0,0.0,0,0,0,0
1735646203378088592,16807,0,,0.0,0.0,0,0,0,0
1735646203495268851,16808,0,,0.0,0.0,0,0,0,0
1735646203598414634,16809,0,,0.0,0.0,0,0,0,0
1735646203698991131,16810,0,,0.0,0.0,0,0,0,0
1735646204081448634,16811,0,,0.0,0.0,0,0,0,0
1735646204081882806,16812,0,,0.0,0.0,0,0,0,0
1735646204082531404,16813,0,,0.0,0.0,0,0,0,0
1735646204131014381,16814,0,,0.0,0.0,0,0,0,0
1735646204243612125,16815,0,,0.0,0.0,0,0,0,0
1735646204347775193,16816,0,,0.0,0.0,0,0,0,0
1735646204457844311,16817,0,,0.0,0.0,0,0,0,0
1735646204571407773,16818,0,,0.0,0.0,0,0,0,0
1735646204682518594,16819,0,,0.0,0.0,0,0,0,0
1735646204793370383,16820,0,,0.0,0.0,0,0,0,0
1735646204903425635,16821,0,,0.0,0.0,0,0,0,0
1735646205016418547,16822,0,,0.0,0.0,0,1,0,0
1735646205122418252,16823,0,,0.0,0.0,0,0,0,0
1735646205235954724,16824,0,,0.0,0.0,0,0,0,0
1735646205350515815,16825,0,,0.0,0.0,0,0,0,0
1735646205465901057,16826,0,,0.0,0.0,0,0,0,0
1735646205584577848,16827,0,,0.0,0.0,0,0,0,0
1735646205685596875,16828,0,,0.0,0.0,0,0,0,0
1735646205793646980,16829,0,,0.0,0.0,0,0,1,0
1735646205906156640,16830,0,,0.0,0.0,0,0,1,0
1735646206003242820,16831,0,,0.0,0.0,0,0,1,1
1735646206117769587,16832,0,,0.0,0.0,0,0,1,1
1735646206225301693,16833,0,,0.0,0.0,0,0,1,1
1735646206334699580,16834,0,,0.0,0.0,0,0,1,1
1735646206451454334,16835,0,,0.0,0.0,0,0,1,1
1735646206555217926,16836,0,,0.0,0.0,0,0,1,1
1735646206673830416,16837,0,,0.0,0.0,0,0,1,1
1735646206779406370,16838,0,,0.0,0.0,0,0,1,1
1735646206898048445,16839,0,,0.0,0.0,0,0,1,1
1735646207001307592,16840,0,,0.0,0.0,0,0,1,1
1735646207124691675,16841,0,,0.0,0.0,0,0,1,1
1735646207225285347,16842,0,,0.0,0.0,0,0,1,1
1735646207332905179,16843,0,,0.0,0.0,0,0,1,1
1735646207450332326,16844,0,,0.0,0.0,0,0,1,1
1735646207563520810,16845,0,,0.0,0.0,0,0,1,1
1735646207669045915,16846,0,,0.0,0.0,0,0,1,1
1735646207782019031,16847,0,,0.0,0.0,0,0,1,1
1735646207894130515,16848,0,,0.0,0.0,0,0,1,1
1735646208002301671,16849,0,,0.0,0.0,0,0,1,1
1735646208114447079,16850,0,,0.0,0.0,0,0,1,1
1735646208226049360,16851,0,,0.0,0.0,0,0,1,1
1735646208340409180,16852,0,,0.0,0.0,0,0,1,0
1735646208941460256,16853,0,,0.0,0.0,0,0,1,0
1735646208942633787,16854,0,,0.0,0.0,0,0,1,0
1735646208943271374,16855,0,,0.0,0.0,0,0,1,0
1735646208944166969,16856,0,,0.0,0.0,0,0,1,0
1735646208945177121,16857,0,,0.0,0.0,0,0,1,0
1735646209000193025,16858,0,,0.0,0.0,0,0,1,0
1735646209115360355,16859,0,,0.0,0.0,0,0,1,1
1735646209229451187,16860,0,,0.0,0.0,0,0,1,1
1735646209340581102,16861,0,,0.0,0.0,0,0,1,1
1735646209450568587,16862,0,,0.0,0.0,0,0,1,1
1735646209557207702,16863,0,,0.0,0.0,0,0,1,1
1735646209665856712,16864,0,,0.0,0.0,0,0,1,1
1735646209779484477,16865,0,,0.0,0.0,0,0,1,1
1735646209893481561,16866,0,,0.0,0.0,0,0,1,1
1735646210505391453,16867,0,,0.0,0.0,0,0,1,1
1735646210506071631,16868,0,,0.0,0.0,0,0,1,1
1735646210507006370,16869,0,,0.0,0.0,0,0,1,1
1735646210508073220,16870,0,,0.0,0.0,0,0,1,1
1735646210508834401,16871,0,,0.0,0.0,0,0,1,1
1735646210558207002,16872,0,,0.0,0.0,0,0,1,1
1735646210665686739,16873,0,,0.0,0.0,0,0,1,1
1735646210783694575,16874,0,,0.0,0.0,0,0,1,1
1735646210890079449,16875,0,,0.0,0.0,0,0,1,1
1735646210985603805,16876,0,,0.0,0.0,0,0,1,1
1735646211097466808,16877,0,,0.0,0.0,0,0,1,0
1735646211213711858,16878,0,,0.0,0.0,0,0,1,0
1735646211318310501,16879,0,,0.0,0.0,1,0,1,0
1735646211429846096,16880,0,,0.0,0.0,1,0,1,0
1735646211547144389,16881,0,,0.0,0.0,0,0,1,0
1735646211652274408,16882,0,,0.0,0.0,0,0,1,0
1735646211769404873,16883,0,,0.0,0.0,0,0,0,0
1735646211879653811,16884,0,,0.0,0.0,0,0,0,0
1735646211993693186,16885,0,,0.0,0.0,0,0,0,0
1735646212101190087,16886,0,,0.0,0.0,0,0,0,0
1735646212216545110,16887,0,,0.0,0.0,0,0,0,0
1735646212317337027,16888,0,,0.0,0.0,0,0,0,0
1735646212431740450,16889,0,,0.0,0.0,0,0,0,0
1735646212545105970,16890,0,,0.0,0.0,0,0,0,0
1735646212649888540,16891,0,,0.0,0.0,0,0,0,0
1735646212761706721,16892,0,,0.0,0.0,0,0,0,0
1735646212871327109,16893,0,,0.0,0.0,0,0,0,0
1735646212985624572,16894,0,,0.0,0.0,0,0,0,0
1735646213099803320,16895,0,,0.0,0.0,0,0,0,1
1735646213209098765,16896,0,,0.0,0.0,0,0,0,1
1735646213320207040,16897,0,,0.0,0.0,0,0,0,1
1735646213429575653,16898,0,,0.0,0.0,0,0,0,1
1735646213549663637,16899,0,,0.0,0.0,0,0,0,1
1735646213655899048,16900,0,,0.0,0.0,0,0,0,1
1735646213759417448,16901,0,,0.0,0.0,0,0,0,1
1735646213871982790,16902,0,,0.0,0.0,0,0,0,1
1735646213985333752,16903,0,,0.0,0.0,0,0,0,1
1735646214094252664,16904,0,,0.0,0.0,0,0,0,1
1735646214207275524,16905,0,,0.0,0.0,0,0,0,1
1735646214319505442,16906,0,,0.0,0.0,0,0,0,1
1735646214432427742,16907,0,,0.0,0.0,0,0,0,1
1735646214536461767,16908,0,,0.0,0.0,0,0,0,1
1735646214653482385,16909,0,,0.0,0.0,0,0,0,1
1735646214762398210,16910,0,,0.0,0.0,0,0,0,1
1735646214872317687,16911,0,,0.0,0.0,0,0,0,1
1735646214981225957,16912,0,,0.0,0.0,0,0,0,1
1735646215095553226,16913,0,,0.0,0.0,0,0,0,1
1735646215210562687,16914,0,,0.0,0.0,0,0,0,1
1735646215319385858,16915,0,,0.0,0.0,0,0,0,1
1735646215434021972,16916,0,,0.0,0.0,0,0,0,1
1735646215545714293,16917,0,,0.0,0.0,0,0,0,1
1735646215649130669,16918,0,,0.0,0.0,0,0,0,0
1735646215750144256,16919,0,,0.0,0.0,0,0,0,0
1735646215861373070,16920,0,,0.0,0.0,0,0,0,0
1735646215970527957,16921,0,,0.0,0.0,0,0,0,0
1735646216078751714,16922,0,,0.0,0.0,0,0,0,0
1735646216193287718,16923,0,,0.0,0.0,0,0,0,0
1735646216307464323,16924,0,,0.0,0.0,0,0,0,0
1735646216413446505,16925,0,,0.0,0.0,0,0,0,1
1735646216526617425,16926,0,,0.0,0.0,0,0,0,1
1735646216637503801,16927,0,,0.0,0.0,0,0,0,1
1735646216747115455,16928,0,,0.0,0.0,0,0,0,1
1735646216858244741,16929,0,,0.0,0.0,0,0,0,1
1735646216970121912,16930,0,,0.0,0.0,0,0,0,1
1735646217081930974,16931,0,,0.0,0.0,0,0,0,1
1735646217191899633,16932,0,,0.0,0.0,0,0,0,1
1735646217302081696,16933,0,,0.0,0.0,0,0,0,1
1735646217419002595,16934,0,,0.0,0.0,0,0,0,1
1735646217529557765,16935,0,,0.0,0.0,0,0,0,1
1735646217625831900,16936,0,,0.0,0.0,0,0,0,0
1735646217732405471,16937,0,,0.0,0.0,0,0,0,0
1735646217845046680,16938,0,,0.0,0.0,0,0,0,0
1735646217957431231,16939,0,,0.0,0.0,0,0,0,0
1735646218068101549,16940,0,,0.0,0.0,0,0,0,0
1735646218177446588,16941,0,,0.0,0.0,0,0,0,0
1735646218293243980,16942,0,,0.0,0.0,0,0,0,0
1735646218401374700,16943,0,,0.0,0.0,0,0,0,0
1735646218507652501,16944,0,,0.0,0.0,0,0,0,0
1735646218626224107,16945,0,,0.0,0.0,0,0,0,0
1735646218735622677,16946,0,,0.0,0.0,0,0,0,0
1735646218844783395,16947,0,,0.0,0.0,0,0,0,0
1735646218959168364,16948,0,,0.0,0.0,0,0,0,0
1735646219069573058,16949,0,,0.0,0.0,0,0,0,0
1735646219175989944,16950,0,,0.0,0.0,0,0,0,0
1735646219291986754,16951,0,,0.0,0.0,0,0,0,0
1735646219398055752,16952,0,,0.0,0.0,0,0,0,0
1735646219512658002,16953,0,,0.0,0.0,0,0,0,0
1735646219621713202,16954,0,,0.0,0.0,0,0,0,0
1735646219739185755,16955,0,,0.0,0.0,0,0,0,0
1735646219846560354,16956,0,,0.0,0.0,0,0,0,0
1735646219957165156,16957,0,,0.0,0.0,0,0,0,0
1735646220070068632,16958,0,,0.0,0.0,0,0,0,0
1735646220181744473,16959,0,,0.0,0.0,0,0,0,0
1735646220292152263,16960,0,,0.0,0.0,0,0,0,0
1735646220401894613,16961,0,,0.0,0.0,0,0,0,0
1735646220511543045,16962,0,,0.0,0.0,0,0,0,0
1735646220621573001,16963,0,,0.0,0.0,0,0,0,0
1735646220738810370,16964,0,,0.0,0.0,0,0,0,0
1735646220842139841,16965,0,,0.0,0.0,0,0,0,0
1735646220957744840,16966,0,,0.0,0.0,0,0,0,0
1735646221070453536,16967,0,,0.0,0.0,0,0,0,0
1735646221175427540,16968,0,,0.0,0.0,0,0,0,0
1735646221286749611,16969,0,,0.0,0.0,0,0,0,0
1735646221416075342,16970,0,,0.0,0.0,0,0,0,0
1735646221516257176,16971,0,,0.0,0.0,0,0,0,0
1735646221628185846,16972,0,,0.0,0.0,0,0,0,0
1735646221734273738,16973,0,,0.0,0.0,0,0,0,0
1735646221839567137,16974,0,,0.0,0.0,0,0,0,0
1735646221959162189,16975,0,,0.0,0.0,0,1,0,0
1735646222068185980,16976,0,,0.0,0.0,0,0,0,0
1735646222179307291,16977,0,,0.0,0.0,0,0,0,0
1735646222292094506,16978,0,,0.0,0.0,0,0,0,0
1735646222409164617,16979,0,,0.0,0.0,0,0,0,0
1735646222510616775,16980,0,,0.0,0.0,0,0,0,0
1735646222626660033,16981,0,,0.0,0.0,0,0,0,0
1735646222739034406,16982,0,,0.0,0.0,0,0,0,0
1735646222849695386,16983,0,,0.0,0.0,0,0,1,0
1735646222940029518,16984,0,,0.0,0.0,0,0,1,0
1735646223053787079,16985,0,,0.0,0.0,0,0,1,1
1735646223165993495,16986,0,,0.0,0.0,0,0,1,1
1735646223274290890,16987,0,,0.0,0.0,0,0,1,1
1735646223381646452,16988,0,,0.0,0.0,0,0,1,1
1735646223497861848,16989,0,,0.0,0.0,0,0,1,1
1735646223607332674,16990,0,,0.0,0.0,0,0,1,1
1735646223719260402,16991,0,,0.0,0.0,0,0,1,1
1735646223831492947,16992,0,,0.0,0.0,0,0,1,1
1735646223939417577,16993,0,,0.0,0.0,0,0,1,1
1735646224053226024,16994,0,,0.0,0.0,0,0,1,1
1735646224166718665,16995,0,,0.0,0.0,0,0,1,1
1735646224273600070,16996,0,,0.0,0.0,0,0,1,1
1735646224385641764,16997,0,,0.0,0.0,0,0,1,1
1735646224497802854,16998,0,,0.0,0.0,0,0,1,1
1735646224606979464,16999,0,,0.0,0.0,0,0,1,1
1735646224715657790,17000,0,,0.0,0.0,0,0,1,1
1735646224830359008,17001,0,,0.0,0.0,0,0,1,0
1735646224937310967,17002,0,,0.0,0.0,0,0,1,0
1735646225033434888,17003,0,,0.0,0.0,0,0,1,0
1735646225146247251,17004,0,,0.0,0.0,0,0,1,0
1735646225259674748,17005,0,,0.0,0.0,0,0,1,0
1735646225369755960,17006,0,,0.0,0.0,0,0,1,0
1735646225484882775,17007,0,,0.0,0.0,0,0,1,0
1735646225593108766,17008,0,,0.0,0.0,0,0,1,1
1735646225699513479,17009,0,,0.0,0.0,0,0,1,1
1735646225823533607,17010,0,,0.0,0.0,0,0,1,1
1735646225923570776,17011,0,,0.0,0.0,0,0,1,1
1735646226037143748,17012,0,,0.0,0.0,0,0,1,1
1735646226150032506,17013,0,,0.0,0.0,0,0,1,1
1735646226241590705,17014,0,,0.0,0.0,0,0,1,1
1735646226359685596,17015,0,,0.0,0.0,0,0,1,1
1735646226464404648,17016,0,,0.0,0.0,0,0,1,1
1735646226583088115,17017,0,,0.0,0.0,0,0,1,1
1735646226689924566,17018,0,,0.0,0.0,0,0,1,1
1735646226797715292,17019,0,,0.0,0.0,0,0,1,1
1735646226912545013,17020,0,,0.0,0.0,0,0,1,1
1735646227028392632,17021,0,,0.0,0.0,0,0,1,1
1735646227133020262,17022,0,,0.0,0.0,0,0,1,1
1735646227244385314,17023,0,,0.0,0.0,0,0,1,1
1735646227358968489,17024,0,,0.0,0.0,0,0,1,1
1735646227469468966,17025,0,,0.0,0.0,0,0,1,1
1735646227575214090,17026,0,,0.0,0.0,0,0,1,1
1735646227694238072,17027,0,,0.0,0.0,0,0,1,0
1735646227805645745,17028,0,,0.0,0.0,0,0,1,0
1735646227907594473,17029,0,,0.0,0.0,0,0,1,0
1735646228019482846,17030,0,,0.0,0.0,0,0,1,0
1735646228134395876,17031,0,,0.0,0.0,0,0,1,0
1735646228238782289,17032,0,,0.0,0.0,0,0,1,1
1735646228360234906,17033,0,,0.0,0.0,0,0,1,1
1735646228882884308,17034,0,,0.0,0.0,0,0,1,1
1735646228883548685,17035,0,,0.0,0.0,0,0,1,1
1735646228893314973,17036,0,,0.0,0.0,0,0,1,1
1735646228894355783,17037,0,,0.0,0.0,0,0,1,1
1735646228905445315,17038,0,,0.0,0.0,0,0,1,1
1735646229023808926,17039,0,,0.0,0.0,0,0,1,1
1735646229135178268,17040,0,,0.0,0.0,0,0,1,1
1735646229238744679,17041,0,,0.0,0.0,0,0,1,1
1735646229355289917,17042,0,,0.0,0.0,0,0,1,1
1735646229471530089,17043,0,,0.0,0.0,0,0,1,1
1735646229590460784,17044,0,,0.0,0.0,0,0,1,1
1735646229688429938,17045,0,,0.0,0.0,0,0,1,1
1735646229797330788,17046,0,,0.0,0.0,0,0,1,1
1735646229911847285,17047,0,,0.0,0.0,0,0,1,1
1735646230029572108,17048,0,,0.0,0.0,0,0,1,1
1735646230132501142,17049,0,,0.0,0.0,0,0,1,1
1735646230242825104,17050,0,,0.0,0.0,0,0,1,1
1735646230360653051,17051,0,,0.0,0.0,0,0,1,1
1735646230463352822,17052,0,,0.0,0.0,0,0,1,1
1735646230577664173,17053,0,,0.0,0.0,0,0,1,1
1735646230690347651,17054,0,,0.0,0.0,0,0,1,1
1735646230800789656,17055,0,,0.0,0.0,0,0,1,1
1735646230911140841,17056,0,,0.0,0.0,0,0,1,0
1735646231023711175,17057,0,,0.0,0.0,0,0,1,0
1735646231135285605,17058,0,,0.0,0.0,0,0,1,0
1735646231246351873,17059,0,,0.0,0.0,1,0,1,0
1735646231352500882,17060,0,,0.0,0.0,0,0,1,0
1735646231466366128,17061,0,,0.0,0.0,0,0,1,0
1735646231575758078,17062,0,,0.0,0.0,0,0,1,0
1735646231688878954,17063,0,,0.0,0.0,0,0,1,0
1735646231805282345,17064,0,,0.0,0.0,0,0,1,0
1735646231917957247,17065,0,,0.0,0.0,0,0,1,0
1735646232021756970,17066,0,,0.0,0.0,0,0,1,0
1735646232133289931,17067,0,,0.0,0.0,0,0,1,0
1735646232252056856,17068,0,,0.0,0.0,0,0,1,0
1735646232358409991,17069,0,,0.0,0.0,0,0,1,1
1735646232464008078,17070,0,,0.0,0.0,0,0,1,1
1735646232576722326,17071,0,,0.0,0.0,0,0,1,1
1735646232696200206,17072,0,,0.0,0.0,0,0,1,1
1735646232799494832,17073,0,,0.0,0.0,0,0,1,1
1735646232912018810,17074,0,,0.0,0.0,0,0,1,1
1735646233027325003,17075,0,,0.0,0.0,0,0,1,1
