%time,field.header.seq,field.header.stamp,field.header.frame_id,field.axes0,field.axes1,field.buttons0,field.buttons1,field.buttons2,field.buttons3
1735645987487664458,14855,0,,0.0,0.0,0,0,0,0
1735645987608938432,14856,0,,0.0,0.0,0,0,0,0
1735645987712899298,14857,0,,0.0,0.0,0,0,0,0
1735645987822788493,14858,0,,0.0,0.0,0,0,0,0
1735645987943703399,14859,0,,0.0,0.0,0,0,0,0
1735645988048612538,14860,0,,0.0,0.0,0,0,0,0
1735645988164762664,14861,0,,0.0,0.0,0,0,0,0
1735645988268445684,14862,0,,0.0,0.0,0,0,0,0
1735645988381829142,14863,0,,0.0,0.0,0,0,0,0
1735645988493427544,14864,0,,0.0,0.0,0,0,0,0
1735645988606113594,14865,0,,0.0,0.0,0,0,0,0
1735645988713833574,14866,0,,0.0,0.0,0,0,0,0
1735645988822090720,14867,0,,0.0,0.0,0,0,0,0
1735645988936439706,14868,0,,0.0,0.0,0,0,0,0
1735645989045434109,14869,0,,0.0,0.0,0,0,0,0
1735645989164066214,14870,0,,0.0,0.0,0,0,0,0
1735645989266807199,14871,0,,0.0,0.0,0,0,0,0
1735645989365443446,14872,0,,0.0,0.0,0,0,0,0
1735645989481222380,14873,0,,0.0,0.0,0,0,0,0
1735645989573667748,14874,0,,0.0,0.0,0,0,0,0
1735645989683066155,14875,0,,0.0,0.0,0,0,0,0
1735645989797565938,14876,0,,0.0,0.0,0,0,0,0
1735645989912735760,14877,0,,0.0,0.0,0,0,0,0
